time, user cpu usage, system cpu usage, idle cpu percentage, bytes available, bytes active
2024-12-03 19:45:41.643467 , 14.51%, 13.16%, 72.31%, 128745472, 23397416960
2024-12-03 19:45:43.215196 , 10.66%, 12.73%, 76.6%, 139034624, 23536336896
2024-12-03 19:45:44.792275 , 12.68%, 12.68%, 74.62%, 145211392, 23568678912
2024-12-03 19:45:46.359341 , 10.37%, 12.66%, 76.96%, 145080320, 23482597376
2024-12-03 19:45:47.939572 , 13.32%, 12.96%, 73.7%, 149520384, 23475830784
2024-12-03 19:45:49.512208 , 10.8%, 12.72%, 76.47%, 144932864, 23478452224
2024-12-03 19:45:51.175863 , 19.55%, 14.15%, 66.28%, 89980928, 23596138496
2024-12-03 19:45:52.738778 , 10.1%, 12.46%, 77.43%, 158859264, 23477092352
2024-12-03 19:45:54.369085 , 19.98%, 14.35%, 65.65%, 179372032, 23485628416
2024-12-03 19:45:55.930893 , 10.56%, 13.0%, 76.43%, 176455680, 23464116224
2024-12-03 19:45:57.504906 , 10.28%, 12.5%, 77.21%, 181288960, 23461003264
2024-12-03 19:45:59.086258 , 11.64%, 12.84%, 75.51%, 180617216, 23549575168
2024-12-03 19:46:00.645692 , 9.93%, 12.45%, 77.6%, 162299904, 23461068800
2024-12-03 19:46:02.209439 , 10.5%, 13.7%, 76.42%, 55361536, 23070621696
2024-12-03 19:46:03.802043 , 15.44%, 13.68%, 70.87%, 89604096, 23320641536
2024-12-03 19:46:05.375169 , 10.69%, 12.83%, 76.46%, 89735168, 23610343424
2024-12-03 19:46:06.946915 , 12.13%, 13.6%, 74.8%, 90472448, 23583571968
2024-12-03 19:46:08.512327 , 10.17%, 12.75%, 77.7%, 91504640, 23565090816
2024-12-03 19:46:10.091484 , 11.46%, 12.82%, 75.71%, 92487680, 23525113856
2024-12-03 19:46:11.652451 , 10.58%, 12.38%, 77.3%, 88571904, 23524147200
2024-12-03 19:46:13.231669 , 12.86%, 13.0%, 74.12%, 98041856, 23576526848
2024-12-03 19:46:14.798133 , 10.45%, 12.59%, 76.95%, 88326144, 23582998528
2024-12-03 19:46:16.390753 , 15.38%, 13.33%, 71.27%, 74399744, 23506747392
2024-12-03 19:46:17.959491 , 13.78%, 13.21%, 73.0%, 59015168, 23527063552
2024-12-03 19:46:19.535831 , 10.35%, 12.57%, 77.7%, 62881792, 23506632704
2024-12-03 19:46:21.141952 , 16.15%, 14.19%, 69.65%, 57704448, 23609327616
2024-12-03 19:46:22.700412 , 9.4%, 12.27%, 78.32%, 74514432, 23600398336
2024-12-03 19:46:24.279517 , 10.82%, 12.67%, 76.49%, 68206592, 23523377152
2024-12-03 19:46:25.853900 , 10.54%, 12.82%, 76.62%, 68321280, 23519805440
2024-12-03 19:46:27.428137 , 10.63%, 12.56%, 76.8%, 80101376, 23494770688
2024-12-03 19:46:28.991605 , 9.84%, 12.28%, 77.87%, 80265216, 23595925504
2024-12-03 19:46:30.564821 , 10.37%, 12.58%, 77.3%, 87801856, 23594991616
2024-12-03 19:46:32.133781 , 14.1%, 12.93%, 73.5%, 72761344, 23451729920
2024-12-03 19:46:33.709021 , 11.11%, 12.82%, 76.6%, 67813376, 23481974784
2024-12-03 19:46:35.293887 , 11.73%, 13.43%, 74.82%, 111493120, 23503470592
2024-12-03 19:46:36.867704 , 11.57%, 12.71%, 75.71%, 61652992, 23588356096
2024-12-03 19:46:38.449426 , 11.24%, 12.58%, 76.16%, 51511296, 23610179584
2024-12-03 19:46:40.030789 , 12.91%, 12.84%, 74.23%, 51494912, 23527751680
2024-12-03 19:46:41.599851 , 10.33%, 12.49%, 77.17%, 62914560, 23521247232
2024-12-03 19:46:43.210017 , 18.76%, 14.31%, 66.92%, 53854208, 23597760512
2024-12-03 19:46:44.775939 , 10.26%, 12.63%, 77.9%, 97288192, 23558209536
2024-12-03 19:46:46.403687 , 18.81%, 14.42%, 66.75%, 63062016, 23595270144
2024-12-03 19:46:47.974997 , 10.7%, 12.5%, 77.41%, 64274432, 23511793664
2024-12-03 19:46:49.543495 , 10.47%, 12.54%, 76.97%, 58671104, 23517020160
2024-12-03 19:46:51.152264 , 12.11%, 13.9%, 74.78%, 64045056, 23590453248
2024-12-03 19:46:52.723927 , 9.71%, 12.28%, 78.0%, 76890112, 23590584320
2024-12-03 19:46:54.294001 , 10.22%, 12.5%, 77.26%, 93061120, 23534092288
2024-12-03 19:46:55.871131 , 11.2%, 13.22%, 75.74%, 83542016, 23516561408
2024-12-03 19:46:57.450060 , 10.28%, 12.71%, 77.0%, 84836352, 23519854592
2024-12-03 19:46:59.018428 , 11.4%, 12.75%, 76.19%, 71319552, 23602184192
2024-12-03 19:47:00.582127 , 10.12%, 12.57%, 77.29%, 72237056, 23518232576
2024-12-03 19:47:02.156286 , 13.25%, 12.97%, 73.77%, 77840384, 23532306432
2024-12-03 19:47:03.726347 , 10.22%, 12.44%, 77.32%, 72712192, 23519690752
2024-12-03 19:47:05.323512 , 13.97%, 13.55%, 72.47%, 96026624, 23507861504
2024-12-03 19:47:06.880758 , 9.41%, 12.14%, 78.44%, 103120896, 23583145984
2024-12-03 19:47:08.480306 , 14.9%, 13.53%, 72.37%, 75366400, 23542530048
2024-12-03 19:47:10.046485 , 10.1%, 12.58%, 77.39%, 72417280, 23511007232
2024-12-03 19:47:11.635431 , 14.21%, 13.43%, 72.35%, 40976384, 23557144576
2024-12-03 19:47:13.212777 , 12.3%, 13.38%, 74.57%, 57507840, 23593615360
2024-12-03 19:47:14.778317 , 10.47%, 12.69%, 76.82%, 46481408, 23579869184
2024-12-03 19:47:16.355225 , 10.3%, 12.3%, 77.39%, 51167232, 23600300032
2024-12-03 19:47:17.923494 , 10.23%, 12.67%, 77.9%, 55296000, 23519313920
2024-12-03 19:47:19.502927 , 12.74%, 13.3%, 74.22%, 49610752, 23522803712
2024-12-03 19:47:21.070321 , 11.27%, 12.63%, 76.9%, 47415296, 23581818880
2024-12-03 19:47:22.627777 , 10.56%, 12.64%, 76.79%, 67747840, 23592878080
2024-12-03 19:47:24.199724 , 11.14%, 12.71%, 76.14%, 55738368, 23521525760
2024-12-03 19:47:25.780966 , 11.14%, 12.91%, 75.94%, 95076352, 23485759488
2024-12-03 19:47:27.349327 , 10.84%, 12.7%, 76.44%, 94093312, 23430725632
2024-12-03 19:47:28.905649 , 9.58%, 12.47%, 77.93%, 93323264, 23528456192
2024-12-03 19:47:30.481867 , 12.25%, 13.3%, 74.71%, 95485952, 23567073280
2024-12-03 19:47:32.047494 , 10.45%, 12.67%, 76.86%, 104710144, 23479074816
2024-12-03 19:47:33.618503 , 11.57%, 12.93%, 75.48%, 99057664, 23506370560
2024-12-03 19:47:35.182257 , 11.21%, 12.71%, 76.7%, 90210304, 23565139968
2024-12-03 19:47:36.748710 , 9.57%, 12.43%, 77.98%, 98631680, 23537860608
2024-12-03 19:47:38.382317 , 17.9%, 14.43%, 68.46%, 85573632, 23507271680
2024-12-03 19:47:39.948933 , 9.74%, 12.25%, 77.99%, 84180992, 23499358208
2024-12-03 19:47:41.558657 , 13.69%, 16.68%, 69.61%, 868859904, 23041474560
2024-12-03 19:47:43.188770 , 18.91%, 17.39%, 63.68%, 870187008, 23156948992
2024-12-03 19:47:44.822114 , 15.3%, 17.43%, 67.53%, 766656512, 22931767296
