time, user cpu usage, system cpu usage, idle cpu percentage, bytes available, bytes active
2024-12-03 19:38:23.923960 , 12.71%, 12.92%, 74.35%, 181796864, 23393878016
2024-12-03 19:38:25.536735 , 13.32%, 13.18%, 73.49%, 111984640, 23446061056
2024-12-03 19:38:27.120945 , 10.82%, 13.8%, 75.37%, 111411200, 23476092928
2024-12-03 19:38:28.691454 , 10.23%, 12.59%, 77.16%, 105725952, 23525113856
2024-12-03 19:38:30.260042 , 12.92%, 12.56%, 74.51%, 115703808, 23482531840
2024-12-03 19:38:31.940571 , 17.95%, 14.57%, 67.46%, 85753856, 23480696832
2024-12-03 19:38:33.508013 , 16.38%, 14.9%, 69.52%, 56639488, 23500734464
2024-12-03 19:38:35.101050 , 18.75%, 14.88%, 66.36%, 117194752, 23537778688
2024-12-03 19:38:36.663305 , 11.35%, 12.79%, 75.84%, 65699840, 23543136256
2024-12-03 19:38:38.258581 , 15.43%, 13.47%, 71.8%, 62734336, 23487905792
2024-12-03 19:38:39.823130 , 10.1%, 12.39%, 77.5%, 55410688, 23478599680
2024-12-03 19:38:41.436104 , 18.51%, 14.19%, 67.29%, 47726592, 23486251008
2024-12-03 19:38:42.985800 , 9.54%, 11.93%, 78.52%, 60751872, 23564877824
2024-12-03 19:38:44.547781 , 10.32%, 12.76%, 76.9%, 65224704, 23562108928
2024-12-03 19:38:46.110775 , 10.8%, 12.24%, 77.66%, 65978368, 23478845440
2024-12-03 19:38:47.673947 , 10.45%, 12.67%, 76.87%, 70746112, 23472783360
2024-12-03 19:38:49.232735 , 10.36%, 12.45%, 77.17%, 64045056, 23564648448
2024-12-03 19:38:50.844034 , 12.8%, 13.49%, 73.7%, 73695232, 23543627776
2024-12-03 19:38:52.412679 , 10.2%, 12.5%, 77.29%, 81281024, 23539662848
2024-12-03 19:38:53.978542 , 10.76%, 12.49%, 76.74%, 78856192, 23493574656
2024-12-03 19:38:55.542141 , 10.32%, 12.48%, 77.18%, 93126656, 23471669248
2024-12-03 19:38:57.121264 , 10.72%, 13.72%, 75.55%, 96387072, 23543332864
2024-12-03 19:38:58.692663 , 11.28%, 13.14%, 75.57%, 55164928, 23569743872
2024-12-03 19:39:00.278544 , 12.57%, 13.7%, 74.34%, 42926080, 23434838016
2024-12-03 19:39:01.905818 , 16.67%, 13.65%, 69.66%, 57950208, 23444570112
2024-12-03 19:39:03.592875 , 23.63%, 14.65%, 61.71%, 73662464, 23464984576
2024-12-03 19:39:05.215652 , 16.73%, 13.8%, 70.17%, 66289664, 23542693888
2024-12-03 19:39:06.849186 , 19.29%, 15.92%, 64.78%, 78741504, 23534026752
2024-12-03 19:39:08.454960 , 15.47%, 15.54%, 68.98%, 96681984, 23447879680
2024-12-03 19:39:10.037763 , 10.69%, 12.32%, 76.98%, 97533952, 23440097280
2024-12-03 19:39:11.613261 , 11.18%, 12.53%, 76.28%, 115867648, 23429693440
2024-12-03 19:39:13.183379 , 10.4%, 12.53%, 77.42%, 118194176, 23512858624
2024-12-03 19:39:14.756778 , 9.68%, 12.39%, 77.92%, 110149632, 23518986240
2024-12-03 19:39:16.327806 , 10.54%, 12.54%, 76.9%, 117587968, 23434149888
2024-12-03 19:39:17.901236 , 10.16%, 12.72%, 77.11%, 120029184, 23432708096
2024-12-03 19:39:19.475968 , 10.39%, 12.74%, 76.86%, 104513536, 23426727936
2024-12-03 19:39:21.033131 , 9.64%, 12.1%, 78.34%, 106971136, 23524409344
2024-12-03 19:39:22.600542 , 9.67%, 12.3%, 78.29%, 112640000, 23517396992
2024-12-03 19:39:24.165093 , 11.38%, 12.53%, 76.7%, 107577344, 23430856704
2024-12-03 19:39:25.765648 , 13.7%, 13.63%, 72.66%, 103235584, 23346528256
2024-12-03 19:39:27.340285 , 11.57%, 12.71%, 75.71%, 104120320, 23409852416
2024-12-03 19:39:28.914021 , 10.68%, 13.3%, 76.28%, 100270080, 23523164160
2024-12-03 19:39:30.512648 , 14.5%, 13.52%, 71.96%, 93323264, 23546331136
2024-12-03 19:39:32.100146 , 10.86%, 12.97%, 76.16%, 103399424, 23439015936
2024-12-03 19:39:33.731468 , 16.49%, 14.14%, 69.35%, 90980352, 23449829376
2024-12-03 19:39:35.312188 , 12.24%, 13.2%, 74.73%, 86671360, 23353999360
2024-12-03 19:39:36.892772 , 11.37%, 12.86%, 75.75%, 93437952, 23498539008
2024-12-03 19:39:38.469244 , 14.0%, 13.29%, 72.7%, 69353472, 23541661696
2024-12-03 19:39:40.042907 , 12.29%, 12.65%, 75.5%, 85590016, 23452975104
2024-12-03 19:39:41.616987 , 12.57%, 13.35%, 74.7%, 85606400, 23456022528
2024-12-03 19:39:43.189097 , 10.48%, 12.48%, 77.3%, 86409216, 23533273088
2024-12-03 19:39:44.758706 , 9.64%, 12.28%, 78.7%, 91291648, 23531978752
2024-12-03 19:39:46.332100 , 10.55%, 12.62%, 76.81%, 95764480, 23446781952
2024-12-03 19:39:47.909246 , 9.94%, 12.5%, 77.55%, 120848384, 23432019968
2024-12-03 19:39:49.492416 , 11.44%, 12.99%, 75.56%, 104579072, 23436771328
2024-12-03 19:39:51.125237 , 13.33%, 13.26%, 73.4%, 63602688, 23552835584
2024-12-03 19:39:52.712385 , 12.15%, 13.28%, 74.55%, 68534272, 23544692736
2024-12-03 19:39:54.280131 , 10.36%, 12.58%, 77.5%, 83050496, 23452598272
2024-12-03 19:39:55.890328 , 14.18%, 14.11%, 71.69%, 74907648, 23454695424
2024-12-03 19:39:57.467186 , 11.7%, 12.77%, 76.15%, 71450624, 23463591936
2024-12-03 19:39:59.085820 , 16.72%, 14.44%, 68.83%, 61915136, 23494590464
2024-12-03 19:40:00.648776 , 9.65%, 12.58%, 77.75%, 86032384, 23419928576
2024-12-03 19:40:02.239966 , 12.77%, 13.4%, 73.81%, 60850176, 23028334592
2024-12-03 19:40:03.950295 , 24.7%, 18.78%, 57.14%, 509837312, 23170613248
2024-12-03 19:40:05.594790 , 12.54%, 17.17%, 70.27%, 462815232, 23177019392
2024-12-03 19:40:07.220915 , 14.59%, 18.3%, 67.37%, 424525824, 23079272448
2024-12-03 19:40:08.812521 , 13.18%, 14.45%, 72.35%, 426590208, 23262593024
