time, user cpu usage, system cpu usage, idle cpu percentage, bytes available, bytes active
2024-12-03 21:43:00.691603 , 15.52%, 15.72%, 68.74%, 128483328, 22436544512
2024-12-03 21:43:02.341491 , 14.66%, 15.6%, 69.72%, 62980096, 22249848832
2024-12-03 21:43:03.988287 , 15.77%, 15.2%, 69.19%, 109674496, 22408675328
2024-12-03 21:43:05.598722 , 12.23%, 14.87%, 72.89%, 62701568, 22507454464
2024-12-03 21:43:07.198552 , 11.96%, 13.36%, 74.66%, 358580224, 22595436544
2024-12-03 21:43:08.800840 , 11.21%, 13.1%, 75.68%, 360693760, 22599270400
2024-12-03 21:43:10.418938 , 13.45%, 13.8%, 72.74%, 461799424, 22486515712
2024-12-03 21:43:12.022278 , 12.4%, 13.65%, 73.93%, 448643072, 22489972736
2024-12-03 21:43:13.652016 , 14.46%, 14.32%, 71.21%, 429490176, 22498082816
2024-12-03 21:43:15.251159 , 11.14%, 13.1%, 75.75%, 429948928, 22548217856
2024-12-03 21:43:16.883479 , 19.9%, 15.32%, 64.77%, 318259200, 22474473472
2024-12-03 21:43:18.511561 , 13.5%, 14.8%, 72.85%, 132612096, 22505553920
2024-12-03 21:43:20.139597 , 13.66%, 14.0%, 72.32%, 182681600, 22448816128
2024-12-03 21:43:21.768637 , 16.79%, 14.66%, 68.54%, 176504832, 22486269952
2024-12-03 21:43:23.374997 , 12.17%, 13.91%, 73.9%, 451166208, 22444343296
2024-12-03 21:43:24.974014 , 11.2%, 13.16%, 75.63%, 438976512, 22542893056
2024-12-03 21:43:26.593326 , 12.5%, 14.57%, 72.92%, 142278656, 22514499584
2024-12-03 21:43:28.243313 , 16.73%, 15.37%, 67.88%, 144490496, 22401875968
2024-12-03 21:43:29.877357 , 13.24%, 14.48%, 72.27%, 162070528, 22383558656
2024-12-03 21:43:31.521681 , 13.76%, 14.31%, 71.91%, 206143488, 22348890112
2024-12-03 21:43:33.179233 , 15.46%, 15.53%, 68.99%, 161972224, 22451175424
2024-12-03 21:43:34.836597 , 16.38%, 16.4%, 67.56%, 139329536, 22485090304
2024-12-03 21:43:36.517261 , 21.8%, 16.18%, 62.73%, 126025728, 22440673280
2024-12-03 21:43:38.186427 , 16.15%, 15.75%, 68.9%, 140328960, 22415065088
2024-12-03 21:43:39.869345 , 18.4%, 16.27%, 65.31%, 163315712, 22393389056
2024-12-03 21:43:41.522878 , 14.7%, 15.15%, 70.77%, 113917952, 22314565632
2024-12-03 21:43:43.209126 , 19.64%, 16.65%, 63.7%, 122241024, 22474670080
2024-12-03 21:43:44.858173 , 14.59%, 15.67%, 69.72%, 172638208, 22481338368
2024-12-03 21:43:46.503179 , 14.29%, 14.77%, 70.93%, 128057344, 22486401024
2024-12-03 21:43:48.164714 , 19.78%, 15.88%, 64.33%, 127270912, 22481076224
2024-12-03 21:43:49.795935 , 13.18%, 14.28%, 72.52%, 101629952, 22436511744
2024-12-03 21:43:51.509685 , 17.84%, 14.6%, 67.55%, 308559872, 22400958464
2024-12-03 21:43:53.181492 , 15.16%, 15.77%, 69.6%, 242532352, 22442885120
2024-12-03 21:43:54.811152 , 13.42%, 14.31%, 72.26%, 236634112, 22481534976
2024-12-03 21:43:56.415966 , 11.7%, 14.7%, 74.21%, 383746048, 22334308352
2024-12-03 21:43:58.032124 , 11.86%, 13.32%, 74.8%, 522616832, 22452060160
2024-12-03 21:43:59.638518 , 11.79%, 13.39%, 74.8%, 851525632, 22283894784
2024-12-03 21:44:01.241850 , 11.22%, 13.38%, 75.38%, 842661888, 22281895936
2024-12-03 21:44:02.846872 , 14.39%, 13.56%, 72.4%, 836861952, 22381690880
2024-12-03 21:44:04.448803 , 11.9%, 13.3%, 74.78%, 837025792, 22271000576
2024-12-03 21:44:06.068694 , 13.52%, 13.87%, 72.6%, 841089024, 22285418496
2024-12-03 21:44:07.674159 , 11.69%, 13.44%, 74.86%, 821772288, 22301327360
2024-12-03 21:44:09.294069 , 13.81%, 13.74%, 72.44%, 831193088, 22352560128
2024-12-03 21:44:10.905200 , 12.99%, 13.48%, 73.52%, 819560448, 22358638592
2024-12-03 21:44:12.541126 , 13.77%, 14.53%, 71.69%, 583581696, 22361456640
2024-12-03 21:44:14.222221 , 21.29%, 17.23%, 61.47%, 473563136, 22273081344
2024-12-03 21:44:15.914852 , 17.33%, 18.26%, 64.4%, 444317696, 22156263424
2024-12-03 21:44:17.595298 , 18.76%, 20.2%, 61.21%, 821805056, 22043131904
2024-12-03 21:44:19.278040 , 20.3%, 17.57%, 62.38%, 748912640, 22213754880
2024-12-03 21:44:20.949410 , 13.41%, 19.55%, 67.2%, 738770944, 22220324864
2024-12-03 21:44:22.599184 , 14.4%, 14.87%, 70.72%, 766623744, 22217457664
2024-12-03 21:44:24.240789 , 16.3%, 16.64%, 67.5%, 738000896, 22129197056
2024-12-03 21:44:25.866967 , 13.27%, 13.82%, 72.9%, 1032028160, 22175416320
2024-12-03 21:44:27.513976 , 13.32%, 16.81%, 69.85%, 1015562240, 22168829952
2024-12-03 21:44:29.179241 , 16.56%, 15.62%, 67.81%, 684736512, 22286974976
2024-12-03 21:44:30.823764 , 14.64%, 14.85%, 70.49%, 710754304, 22248652800
2024-12-03 21:44:32.499129 , 18.35%, 14.88%, 66.75%, 653672448, 22169616384
2024-12-03 21:44:34.176085 , 19.12%, 15.5%, 65.82%, 645201920, 22207201280
2024-12-03 21:44:35.832063 , 15.19%, 14.58%, 70.22%, 632864768, 22326099968
2024-12-03 21:44:37.488015 , 13.69%, 14.91%, 71.39%, 707018752, 22171353088
2024-12-03 21:44:39.136805 , 12.91%, 14.42%, 72.65%, 633044992, 22286385152
2024-12-03 21:44:40.765202 , 12.5%, 13.77%, 74.17%, 632225792, 22327623680
2024-12-03 21:44:42.398932 , 12.31%, 13.75%, 73.93%, 738197504, 22398222336
2024-12-03 21:44:44.019285 , 13.63%, 13.77%, 72.58%, 920666112, 22264791040
2024-12-03 21:44:45.635852 , 11.63%, 13.15%, 75.2%, 928333824, 22225780736
2024-12-03 21:44:47.240802 , 11.28%, 13.2%, 75.69%, 961675264, 22307782656
2024-12-03 21:44:48.855437 , 12.46%, 13.57%, 73.96%, 926875648, 22304833536
2024-12-03 21:44:50.518420 , 16.12%, 14.4%, 69.82%, 789446656, 22348988416
2024-12-03 21:44:52.168534 , 13.88%, 15.11%, 71.0%, 635994112, 22143598592
2024-12-03 21:44:53.838886 , 18.1%, 16.49%, 65.39%, 562429952, 22043049984
