time, user cpu usage, system cpu usage, idle cpu percentage, bytes available, bytes active
2024-11-30 20:25:24.162828 , 7.73%, 10.87%, 81.39%, 150732800, 30467506176
2024-11-30 20:25:25.331577 , 6.36%, 11.14%, 82.48%, 153649152, 30463737856
2024-11-30 20:25:26.507004 , 6.42%, 10.97%, 82.59%, 157335552, 30462328832
2024-11-30 20:25:27.670964 , 6.49%, 11.8%, 82.41%, 165756928, 30461575168
2024-11-30 20:25:28.835843 , 6.46%, 11.44%, 82.8%, 158826496, 30461509632
2024-11-30 20:25:30.007255 , 5.76%, 10.73%, 83.49%, 159268864, 30460952576
2024-11-30 20:25:31.191040 , 9.74%, 13.68%, 76.57%, 159858688, 30459772928
2024-11-30 20:25:32.360925 , 6.24%, 11.29%, 82.45%, 154386432, 30462967808
2024-11-30 20:25:33.527486 , 5.5%, 10.9%, 83.6%, 161431552, 30459002880
2024-11-30 20:25:34.739051 , 12.36%, 12.55%, 75.7%, 166264832, 30458265600
2024-11-30 20:25:35.940753 , 17.91%, 12.4%, 70.3%, 275431424, 30400987136
2024-11-30 20:25:37.115210 , 6.68%, 11.17%, 82.13%, 278020096, 30399938560
2024-11-30 20:25:38.332105 , 15.7%, 13.54%, 71.37%, 273203200, 30401593344
2024-11-30 20:25:39.501302 , 5.84%, 10.9%, 83.25%, 276037632, 30399512576
2024-11-30 20:25:40.674359 , 7.22%, 11.48%, 81.28%, 274268160, 30400888832
2024-11-30 20:25:41.838742 , 6.17%, 10.85%, 82.96%, 274350080, 30400626688
2024-11-30 20:25:43.014330 , 6.15%, 11.11%, 82.73%, 273350656, 30401314816
2024-11-30 20:25:44.191095 , 6.5%, 11.12%, 82.82%, 274104320, 30401265664
2024-11-30 20:25:45.359593 , 6.98%, 10.97%, 82.3%, 285048832, 30395629568
2024-11-30 20:25:46.536289 , 6.16%, 11.4%, 82.78%, 287440896, 30394908672
2024-11-30 20:25:47.707898 , 7.84%, 11.42%, 80.73%, 279969792, 30399741952
2024-11-30 20:25:48.875564 , 6.55%, 10.92%, 82.52%, 279445504, 30398873600
2024-11-30 20:25:50.046367 , 5.58%, 10.76%, 83.64%, 280330240, 30398742528
2024-11-30 20:25:51.226495 , 7.96%, 11.5%, 80.53%, 273465344, 30403330048
2024-11-30 20:25:52.397926 , 9.11%, 11.89%, 78.98%, 272662528, 30404165632
2024-11-30 20:25:53.571867 , 10.88%, 12.26%, 76.85%, 270778368, 30374526976
2024-11-30 20:25:54.760322 , 9.57%, 12.31%, 78.1%, 271122432, 30409736192
2024-11-30 20:25:55.956340 , 9.6%, 11.57%, 79.36%, 245186560, 30433918976
2024-11-30 20:25:57.151070 , 11.59%, 13.16%, 75.24%, 240975872, 30405476352
2024-11-30 20:25:58.323629 , 7.6%, 11.54%, 80.84%, 241221632, 30469062656
2024-11-30 20:25:59.494609 , 6.24%, 11.0%, 82.75%, 253706240, 30434476032
2024-11-30 20:26:00.687668 , 10.22%, 12.56%, 77.21%, 247300096, 30404804608
2024-11-30 20:26:01.870597 , 14.84%, 14.25%, 70.89%, 233062400, 30425726976
2024-11-30 20:26:03.041262 , 6.65%, 10.72%, 82.62%, 239796224, 30508548096
2024-11-30 20:26:04.219590 , 12.79%, 12.4%, 74.8%, 239026176, 30404820992
2024-11-30 20:26:05.387707 , 6.17%, 10.95%, 82.86%, 240418816, 30474403840
2024-11-30 20:26:06.578229 , 7.68%, 11.28%, 81.3%, 243286016, 30443290624
2024-11-30 20:26:07.762349 , 7.75%, 10.89%, 81.35%, 243646464, 30443012096
2024-11-30 20:26:08.935201 , 6.12%, 10.96%, 82.9%, 243892224, 30440849408
2024-11-30 20:26:10.109995 , 5.98%, 10.66%, 83.34%, 242614272, 30481793024
2024-11-30 20:26:11.282817 , 7.7%, 11.36%, 80.92%, 240664576, 30458331136
2024-11-30 20:26:12.453199 , 6.25%, 10.91%, 82.83%, 243023872, 30458101760
2024-11-30 20:26:13.634226 , 8.76%, 11.72%, 79.5%, 234029056, 30462738432
2024-11-30 20:26:14.805442 , 6.16%, 10.93%, 82.9%, 236929024, 30462246912
2024-11-30 20:26:15.971380 , 5.78%, 10.77%, 83.43%, 237502464, 30461837312
2024-11-30 20:26:17.159928 , 11.36%, 12.14%, 76.49%, 219824128, 30471159808
2024-11-30 20:26:18.337445 , 6.9%, 11.24%, 81.85%, 203423744, 30478778368
2024-11-30 20:26:19.503881 , 5.68%, 10.76%, 83.54%, 203177984, 30478958592
2024-11-30 20:26:20.700550 , 12.3%, 12.71%, 75.24%, 203161600, 30478008320
2024-11-30 20:26:21.869569 , 5.85%, 10.92%, 83.21%, 208683008, 30473814016
2024-11-30 20:26:23.050116 , 6.49%, 11.2%, 82.48%, 209256448, 30473289728
2024-11-30 20:26:24.267481 , 15.5%, 14.46%, 70.2%, 203243520, 30475059200
2024-11-30 20:26:25.439384 , 5.67%, 10.75%, 83.56%, 207093760, 30473682944
2024-11-30 20:26:26.611496 , 6.54%, 11.1%, 82.44%, 207896576, 30472077312
2024-11-30 20:26:27.826850 , 13.62%, 16.41%, 69.96%, 617857024, 29915824128
2024-11-30 20:26:29.082850 , 19.55%, 15.22%, 65.22%, 635535360, 29969891328
2024-11-30 20:26:30.259020 , 7.82%, 11.59%, 80.57%, 634732544, 30289461248
2024-11-30 20:26:31.438504 , 10.91%, 14.84%, 74.23%, 622657536, 30172479488
2024-11-30 20:26:32.604513 , 6.86%, 11.54%, 81.59%, 644661248, 30219894784
2024-11-30 20:26:33.768833 , 7.17%, 11.45%, 81.37%, 641384448, 30266851328
2024-11-30 20:26:34.957222 , 8.45%, 12.29%, 79.25%, 644497408, 30008868864
2024-11-30 20:26:36.187990 , 12.57%, 14.55%, 72.87%, 665075712, 29809410048
2024-11-30 20:26:37.366865 , 6.71%, 12.4%, 81.24%, 611975168, 29895770112
