time, user cpu usage, system cpu usage, idle cpu percentage, bytes available, bytes active
2024-11-30 20:17:54.143815 , 9.1%, 12.3%, 78.58%, 548421632, 30007918592
2024-11-30 20:17:55.386789 , 19.27%, 15.9%, 64.82%, 594509824, 29829152768
2024-11-30 20:17:56.589018 , 11.95%, 13.6%, 74.44%, 598441984, 30243127296
2024-11-30 20:17:57.781012 , 9.34%, 13.14%, 77.5%, 598999040, 29952638976
2024-11-30 20:17:58.996159 , 10.26%, 12.54%, 77.18%, 582533120, 30009573376
2024-11-30 20:18:00.194894 , 10.35%, 12.39%, 77.25%, 722223104, 29951541248
2024-11-30 20:18:01.450432 , 40.93%, 17.3%, 41.75%, 444481536, 30058594304
2024-11-30 20:18:02.637044 , 18.65%, 12.73%, 68.61%, 371752960, 30223155200
2024-11-30 20:18:03.803548 , 5.98%, 10.86%, 83.15%, 371245056, 30405394432
2024-11-30 20:18:04.982114 , 8.25%, 11.5%, 80.23%, 365887488, 30343823360
2024-11-30 20:18:06.151956 , 6.23%, 11.7%, 82.69%, 380600320, 30301552640
2024-11-30 20:18:07.317355 , 7.54%, 11.61%, 80.83%, 381648896, 30303830016
2024-11-30 20:18:08.497924 , 8.55%, 11.1%, 80.43%, 369934336, 30341808128
2024-11-30 20:18:09.667721 , 5.67%, 10.85%, 83.46%, 372293632, 30306566144
2024-11-30 20:18:10.839417 , 6.44%, 10.81%, 82.73%, 372768768, 30335565824
2024-11-30 20:18:12.024794 , 10.24%, 11.2%, 78.73%, 362790912, 30316036096
2024-11-30 20:18:13.188644 , 5.29%, 10.68%, 84.1%, 363577344, 30322376704
2024-11-30 20:18:14.388791 , 11.49%, 11.49%, 77.0%, 331923456, 30336335872
2024-11-30 20:18:15.556285 , 6.35%, 11.12%, 82.52%, 333791232, 30340448256
2024-11-30 20:18:16.765648 , 13.7%, 12.59%, 74.33%, 299008000, 30335139840
2024-11-30 20:18:17.977607 , 19.9%, 12.57%, 68.33%, 269516800, 30376329216
2024-11-30 20:18:19.142929 , 6.47%, 11.5%, 82.47%, 268386304, 30396776448
2024-11-30 20:18:20.322194 , 9.36%, 11.63%, 78.99%, 270467072, 30365892608
2024-11-30 20:18:21.534471 , 17.22%, 12.34%, 70.43%, 249413632, 30403166208
2024-11-30 20:18:22.722917 , 12.92%, 11.66%, 75.41%, 261668864, 30371545088
2024-11-30 20:18:23.893784 , 5.47%, 10.74%, 83.78%, 263454720, 30366187520
2024-11-30 20:18:25.076526 , 6.42%, 10.78%, 82.78%, 260177920, 30402887680
2024-11-30 20:18:26.252325 , 7.1%, 11.35%, 81.53%, 264847360, 30372937728
2024-11-30 20:18:27.427194 , 7.11%, 11.26%, 81.62%, 261668864, 30371905536
2024-11-30 20:18:28.600785 , 6.84%, 11.11%, 82.4%, 252739584, 30399889408
2024-11-30 20:18:29.773790 , 8.39%, 11.54%, 80.5%, 232816640, 30385373184
2024-11-30 20:18:30.952014 , 9.56%, 14.0%, 76.42%, 200720384, 30427152384
2024-11-30 20:18:32.126056 , 6.46%, 11.3%, 82.5%, 200589312, 30393335808
2024-11-30 20:18:33.327717 , 9.91%, 12.99%, 77.9%, 195657728, 30392631296
2024-11-30 20:18:34.505077 , 9.45%, 14.87%, 75.66%, 189399040, 30439768064
2024-11-30 20:18:35.671536 , 8.37%, 11.36%, 80.25%, 188055552, 30404263936
2024-11-30 20:18:36.836395 , 14.18%, 12.8%, 73.72%, 189825024, 30427414528
2024-11-30 20:18:38.023247 , 9.89%, 11.85%, 78.25%, 187858944, 30405623808
