time, user cpu usage, system cpu usage, idle cpu percentage, bytes available, bytes active
2024-11-30 20:18:39.194240 , 5.95%, 10.92%, 83.11%, 192004096, 30421041152
2024-11-30 20:18:40.368495 , 6.5%, 11.12%, 82.82%, 191283200, 30432264192
2024-11-30 20:18:41.559522 , 13.25%, 11.89%, 74.85%, 185581568, 30405754880
2024-11-30 20:18:42.733811 , 6.44%, 11.3%, 82.24%, 186433536, 30438113280
2024-11-30 20:18:43.908441 , 5.85%, 10.92%, 83.21%, 198688768, 30395695104
2024-11-30 20:18:45.129604 , 20.13%, 13.1%, 66.76%, 239140864, 30402527232
2024-11-30 20:18:46.315603 , 10.8%, 12.8%, 77.11%, 235159552, 30367580160
2024-11-30 20:18:47.487529 , 7.73%, 11.79%, 80.47%, 233472000, 30423318528
2024-11-30 20:18:48.664033 , 6.34%, 11.1%, 82.55%, 236339200, 30388944896
2024-11-30 20:18:49.833421 , 8.2%, 11.99%, 79.98%, 234061824, 30387732480
2024-11-30 20:18:51.005562 , 6.66%, 11.13%, 82.2%, 239452160, 30432329728
2024-11-30 20:18:52.177239 , 5.95%, 10.91%, 83.13%, 238551040, 30383357952
2024-11-30 20:18:53.345720 , 5.84%, 11.8%, 83.6%, 238764032, 30373773312
2024-11-30 20:18:54.524710 , 6.81%, 10.96%, 82.21%, 236781568, 30402772992
2024-11-30 20:18:55.749275 , 11.14%, 11.42%, 77.43%, 199507968, 30454185984
2024-11-30 20:18:56.940878 , 14.9%, 12.74%, 72.35%, 194560000, 30401216512
2024-11-30 20:18:58.116565 , 6.4%, 11.19%, 82.75%, 192331776, 30474682368
2024-11-30 20:18:59.287593 , 6.74%, 11.3%, 81.94%, 192135168, 30399741952
2024-11-30 20:19:00.494557 , 10.78%, 12.23%, 76.97%, 174325760, 30413717504
2024-11-30 20:19:01.733994 , 12.94%, 13.78%, 73.27%, 175374336, 30435819520
2024-11-30 20:19:02.944984 , 13.42%, 11.42%, 75.14%, 169869312, 30467506176
2024-11-30 20:19:04.159933 , 13.97%, 12.72%, 73.3%, 173654016, 30456184832
2024-11-30 20:19:05.337916 , 6.37%, 10.99%, 82.63%, 171556864, 30408065024
2024-11-30 20:19:06.517165 , 6.1%, 11.3%, 82.85%, 173457408, 30469914624
2024-11-30 20:19:07.760861 , 21.76%, 14.41%, 63.81%, 164052992, 30458839040
2024-11-30 20:19:08.942692 , 6.47%, 11.8%, 82.43%, 161251328, 30458494976
2024-11-30 20:19:10.124760 , 6.49%, 11.12%, 82.38%, 160366592, 30459920384
2024-11-30 20:19:11.347318 , 9.51%, 11.4%, 79.7%, 156516352, 30413275136
2024-11-30 20:19:12.528896 , 6.2%, 10.83%, 82.95%, 158760960, 30474092544
2024-11-30 20:19:13.705511 , 5.35%, 10.71%, 83.92%, 214990848, 30430199808
2024-11-30 20:19:14.878857 , 6.51%, 11.5%, 82.42%, 214810624, 30430232576
2024-11-30 20:19:16.056116 , 5.33%, 10.77%, 83.89%, 216563712, 30429265920
2024-11-30 20:19:17.244948 , 7.91%, 11.43%, 80.64%, 213303296, 30423531520
2024-11-30 20:19:18.429813 , 6.76%, 10.98%, 82.25%, 211779584, 30415634432
2024-11-30 20:19:19.605235 , 6.12%, 11.5%, 82.82%, 214712320, 30424399872
2024-11-30 20:19:20.797771 , 8.27%, 11.78%, 79.94%, 208994304, 30395285504
2024-11-30 20:19:21.970917 , 6.21%, 11.5%, 82.72%, 216498176, 30416699392
2024-11-30 20:19:23.160527 , 6.98%, 11.11%, 81.9%, 215269376, 30381178880
2024-11-30 20:19:24.333861 , 5.94%, 11.1%, 82.95%, 216596480, 30374674432
2024-11-30 20:19:25.511328 , 5.91%, 10.93%, 83.15%, 219152384, 30419517440
2024-11-30 20:19:26.723725 , 11.59%, 12.26%, 76.14%, 215924736, 30388355072
2024-11-30 20:19:27.891775 , 6.91%, 11.46%, 81.62%, 214761472, 30411161600
2024-11-30 20:19:29.079682 , 6.47%, 10.99%, 82.53%, 214777856, 30391484416
2024-11-30 20:19:30.298610 , 14.16%, 12.73%, 73.9%, 204374016, 30381490176
2024-11-30 20:19:31.479367 , 10.61%, 14.35%, 75.2%, 202620928, 30389469184
2024-11-30 20:19:32.661467 , 6.56%, 11.6%, 82.37%, 202096640, 30391861248
2024-11-30 20:19:33.839954 , 5.62%, 11.4%, 83.33%, 204718080, 30430199808
2024-11-30 20:19:35.015452 , 6.23%, 10.88%, 82.88%, 205193216, 30396514304
2024-11-30 20:19:36.191800 , 6.23%, 11.28%, 82.47%, 208207872, 30412341248
2024-11-30 20:19:37.371892 , 7.24%, 11.54%, 81.21%, 205602816, 30387044352
2024-11-30 20:19:38.552481 , 6.3%, 11.3%, 82.66%, 205717504, 30399184896
2024-11-30 20:19:39.725517 , 5.73%, 10.97%, 83.28%, 204701696, 30419648512
2024-11-30 20:19:40.906367 , 5.99%, 11.11%, 82.89%, 205733888, 30392107008
2024-11-30 20:19:42.094491 , 5.78%, 10.88%, 83.33%, 205717504, 30423220224
2024-11-30 20:19:43.285294 , 7.69%, 11.58%, 80.72%, 206143488, 30389256192
2024-11-30 20:19:44.465467 , 8.27%, 11.33%, 80.39%, 204226560, 30400217088
2024-11-30 20:19:45.643155 , 5.9%, 10.72%, 83.36%, 205701120, 30423367680
2024-11-30 20:19:46.841895 , 12.73%, 12.43%, 74.82%, 200294400, 30400708608
2024-11-30 20:19:48.027247 , 8.29%, 11.9%, 79.8%, 196853760, 30422089728
2024-11-30 20:19:49.205273 , 6.19%, 11.11%, 82.69%, 203997184, 30399102976
2024-11-30 20:19:50.402878 , 13.24%, 13.5%, 73.69%, 198180864, 30394843136
2024-11-30 20:19:51.578284 , 6.5%, 10.84%, 82.64%, 202309632, 30424236032
2024-11-30 20:19:52.765510 , 8.53%, 11.48%, 79.98%, 200081408, 30401708032
2024-11-30 20:19:53.969025 , 15.17%, 13.44%, 71.37%, 122044416, 30472667136
2024-11-30 20:19:55.178880 , 8.96%, 11.8%, 79.94%, 90079232, 30450515968
2024-11-30 20:19:56.369566 , 7.21%, 11.11%, 81.67%, 92225536, 30448713728
2024-11-30 20:19:57.561052 , 15.91%, 12.89%, 71.19%, 80691200, 30456987648
2024-11-30 20:19:58.734985 , 6.2%, 11.5%, 82.92%, 81690624, 30457790464
2024-11-30 20:19:59.906068 , 6.23%, 11.18%, 82.57%, 91291648, 30474289152
2024-11-30 20:20:01.088485 , 6.22%, 12.84%, 80.92%, 90177536, 30447337472
2024-11-30 20:20:02.268749 , 8.2%, 11.16%, 80.63%, 119160832, 30445076480
2024-11-30 20:20:03.446144 , 6.33%, 10.97%, 82.69%, 114835456, 30432395264
2024-11-30 20:20:04.619572 , 7.33%, 11.39%, 81.26%, 115785728, 30460444672
2024-11-30 20:20:05.790149 , 6.7%, 10.95%, 82.96%, 101122048, 30444748800
2024-11-30 20:20:06.964329 , 6.74%, 11.11%, 82.14%, 100974592, 30471471104
2024-11-30 20:20:08.137495 , 6.75%, 11.61%, 81.62%, 97124352, 30450860032
2024-11-30 20:20:09.333204 , 10.29%, 12.3%, 77.66%, 77348864, 30451204096
2024-11-30 20:20:10.552544 , 10.17%, 11.69%, 78.13%, 78970880, 30479368192
2024-11-30 20:20:11.720828 , 5.37%, 10.85%, 83.76%, 82362368, 30449614848
2024-11-30 20:20:12.915325 , 11.4%, 12.5%, 76.45%, 82411520, 30491738112
2024-11-30 20:20:14.093662 , 5.58%, 10.67%, 83.73%, 81592320, 30458740736
2024-11-30 20:20:15.261290 , 5.7%, 10.8%, 83.5%, 81510400, 30454972416
2024-11-30 20:20:16.482174 , 15.73%, 14.2%, 70.23%, 77430784, 30490558464
2024-11-30 20:20:17.650068 , 7.5%, 11.43%, 81.51%, 75841536, 30460837888
2024-11-30 20:20:18.821055 , 6.15%, 11.12%, 82.72%, 78397440, 30478794752
2024-11-30 20:20:19.987710 , 6.5%, 10.82%, 83.11%, 75694080, 30460887040
2024-11-30 20:20:21.151926 , 6.68%, 11.7%, 82.23%, 78643200, 30477615104
2024-11-30 20:20:22.326004 , 6.56%, 11.14%, 82.28%, 77234176, 30478073856
2024-11-30 20:20:23.497600 , 7.75%, 11.23%, 81.1%, 74170368, 30460411904
2024-11-30 20:20:24.667618 , 6.26%, 11.23%, 82.5%, 73793536, 30479187968
2024-11-30 20:20:25.837247 , 6.15%, 11.21%, 82.63%, 78348288, 30453383168
2024-11-30 20:20:27.006471 , 6.85%, 11.33%, 81.8%, 80101376, 30479253504
2024-11-30 20:20:28.181658 , 7.3%, 11.69%, 81.26%, 76627968, 30458789888
2024-11-30 20:20:29.362451 , 7.48%, 11.2%, 81.49%, 77971456, 30520852480
2024-11-30 20:20:30.545209 , 6.49%, 11.2%, 82.48%, 77987840, 30496391168
2024-11-30 20:20:31.728876 , 8.79%, 14.46%, 76.73%, 76890112, 30499471360
2024-11-30 20:20:32.899211 , 5.95%, 11.1%, 83.3%, 79036416, 30463852544
2024-11-30 20:20:34.082040 , 5.83%, 10.97%, 83.18%, 77643776, 30487527424
2024-11-30 20:20:35.281018 , 10.61%, 12.56%, 76.82%, 77135872, 30483529728
2024-11-30 20:20:36.454991 , 6.35%, 10.62%, 83.1%, 77791232, 30471290880
2024-11-30 20:20:37.622272 , 5.58%, 10.67%, 83.73%, 79446016, 30496391168
2024-11-30 20:20:38.834926 , 14.29%, 13.91%, 71.78%, 75661312, 30496014336
2024-11-30 20:20:40.001493 , 8.8%, 11.7%, 80.83%, 74661888, 30495539200
2024-11-30 20:20:41.172346 , 5.65%, 10.61%, 83.73%, 75972608, 30450712576
2024-11-30 20:20:42.364323 , 8.56%, 13.18%, 78.24%, 619495424, 30035279872
2024-11-30 20:20:43.604732 , 29.63%, 17.42%, 52.93%, 602308608, 30026465280
2024-11-30 20:20:44.834806 , 13.27%, 13.55%, 73.16%, 597688320, 30088691712
2024-11-30 20:20:46.024428 , 12.58%, 14.23%, 73.18%, 600457216, 29892706304
2024-11-30 20:20:47.205862 , 10.4%, 13.34%, 76.25%, 592986112, 29971038208
2024-11-30 20:20:48.392766 , 14.84%, 14.45%, 70.7%, 587579392, 29968203776
