time, user cpu usage, system cpu usage, idle cpu percentage, bytes available, bytes active
2024-11-30 20:27:00.707206 , 12.85%, 14.29%, 72.85%, 532643840, 29989175296
2024-11-30 20:27:01.918908 , 15.48%, 17.78%, 66.73%, 564641792, 29839720448
2024-11-30 20:27:03.140456 , 14.69%, 14.69%, 70.61%, 538329088, 30049992704
2024-11-30 20:27:04.438639 , 24.2%, 15.56%, 60.4%, 468582400, 29954359296
2024-11-30 20:27:05.725091 , 34.92%, 17.82%, 47.25%, 459587584, 29994205184
2024-11-30 20:27:06.970760 , 37.98%, 14.87%, 47.13%, 214974464, 30323408896
2024-11-30 20:27:08.139258 , 7.89%, 12.63%, 79.46%, 215285760, 30359846912
2024-11-30 20:27:09.312334 , 8.1%, 11.98%, 80.0%, 176668672, 30510891008
2024-11-30 20:27:10.491281 , 8.35%, 12.9%, 79.54%, 201326592, 30436589568
2024-11-30 20:27:11.665466 , 7.81%, 12.26%, 79.92%, 213286912, 30434230272
2024-11-30 20:27:12.842706 , 10.24%, 11.72%, 78.2%, 256688128, 30430986240
2024-11-30 20:27:14.007639 , 6.94%, 11.5%, 81.54%, 257884160, 30430199808
2024-11-30 20:27:15.185227 , 8.5%, 11.88%, 80.5%, 272924672, 30412210176
2024-11-30 20:27:16.377031 , 12.47%, 12.18%, 75.34%, 215367680, 30438178816
2024-11-30 20:27:17.566699 , 8.48%, 11.7%, 79.8%, 235274240, 30419189760
2024-11-30 20:27:18.738266 , 7.7%, 11.65%, 81.27%, 232292352, 30427529216
2024-11-30 20:27:19.931723 , 14.95%, 12.62%, 72.42%, 234225664, 30449582080
2024-11-30 20:27:21.103795 , 7.56%, 11.75%, 80.67%, 232734720, 30449549312
2024-11-30 20:27:22.276945 , 8.63%, 12.1%, 79.26%, 230572032, 30448287744
2024-11-30 20:27:23.487896 , 20.4%, 12.64%, 66.95%, 160858112, 30461476864
2024-11-30 20:27:24.663879 , 7.9%, 12.5%, 80.3%, 162758656, 30460280832
2024-11-30 20:27:25.835171 , 7.53%, 11.9%, 80.55%, 160088064, 30463246336
2024-11-30 20:27:27.083854 , 28.66%, 14.19%, 57.14%, 180912128, 30474141696
2024-11-30 20:27:28.250614 , 7.34%, 11.71%, 80.93%, 178880512, 30468472832
2024-11-30 20:27:29.419364 , 7.45%, 11.82%, 80.71%, 180862976, 30467915776
2024-11-30 20:27:30.596853 , 7.98%, 11.83%, 80.17%, 143048704, 30468161536
2024-11-30 20:27:31.788749 , 10.2%, 13.82%, 76.14%, 139313152, 30471077888
2024-11-30 20:27:32.961406 , 7.55%, 11.72%, 80.71%, 141934592, 30474158080
2024-11-30 20:27:34.135543 , 7.12%, 11.88%, 80.99%, 180224000, 30467489792
2024-11-30 20:27:35.299772 , 8.76%, 11.75%, 79.48%, 178094080, 30468128768
2024-11-30 20:27:36.471026 , 14.55%, 13.16%, 72.27%, 163692544, 30470832128
2024-11-30 20:27:37.658474 , 9.17%, 11.91%, 78.9%, 140345344, 30467751936
2024-11-30 20:27:38.834432 , 7.23%, 11.59%, 81.16%, 138657792, 30467620864
2024-11-30 20:27:40.023859 , 10.8%, 12.14%, 77.76%, 133709824, 30476517376
2024-11-30 20:27:41.193499 , 6.94%, 11.6%, 81.44%, 175210496, 30469341184
2024-11-30 20:27:42.382390 , 10.42%, 12.68%, 76.89%, 170803200, 30471356416
2024-11-30 20:27:43.549663 , 7.4%, 11.6%, 81.34%, 172081152, 30470930432
2024-11-30 20:27:44.731051 , 7.52%, 11.68%, 80.79%, 145997824, 30465376256
2024-11-30 20:27:45.941349 , 15.92%, 13.8%, 70.99%, 134922240, 30471684096
2024-11-30 20:27:47.113286 , 7.73%, 12.0%, 80.25%, 137773056, 30474846208
2024-11-30 20:27:48.287429 , 7.79%, 11.84%, 80.35%, 189808640, 30464000000
2024-11-30 20:27:49.496978 , 16.93%, 13.11%, 69.95%, 197443584, 30462427136
2024-11-30 20:27:50.672699 , 9.49%, 11.96%, 78.53%, 156712960, 30462017536
2024-11-30 20:27:51.860265 , 8.97%, 12.9%, 78.92%, 164823040, 30453809152
2024-11-30 20:27:53.038889 , 7.76%, 12.8%, 80.15%, 161464320, 30453612544
2024-11-30 20:27:54.213553 , 7.43%, 11.69%, 80.87%, 164315136, 30457741312
2024-11-30 20:27:55.424082 , 13.44%, 12.87%, 73.67%, 177160192, 30395170816
2024-11-30 20:27:56.612790 , 11.41%, 12.87%, 75.7%, 172965888, 30438342656
2024-11-30 20:27:57.774404 , 7.1%, 11.91%, 80.98%, 135118848, 30476812288
2024-11-30 20:27:58.960220 , 9.69%, 12.73%, 77.57%, 134840320, 30442061824
2024-11-30 20:28:00.154121 , 8.9%, 12.3%, 79.6%, 138543104, 30435491840
2024-11-30 20:28:01.329708 , 7.1%, 13.51%, 79.38%, 146866176, 30426218496
2024-11-30 20:28:02.518651 , 10.28%, 12.53%, 77.17%, 182747136, 30454104064
2024-11-30 20:28:03.690213 , 9.23%, 12.1%, 78.74%, 165019648, 30455922688
2024-11-30 20:28:04.866013 , 7.82%, 11.78%, 80.39%, 130121728, 30456037376
2024-11-30 20:28:06.079845 , 17.18%, 13.7%, 69.11%, 127582208, 30433427456
2024-11-30 20:28:07.257866 , 8.29%, 12.24%, 79.46%, 129679360, 30440144896
2024-11-30 20:28:08.485807 , 13.81%, 18.7%, 68.11%, 173539328, 30492016640
2024-11-30 20:28:09.663728 , 11.34%, 12.52%, 76.13%, 169181184, 30474551296
2024-11-30 20:28:10.844254 , 8.93%, 13.26%, 77.79%, 176619520, 30469668864
2024-11-30 20:28:12.032982 , 9.66%, 18.6%, 72.26%, 135643136, 30472421376
2024-11-30 20:28:13.237434 , 17.47%, 14.13%, 68.38%, 133660672, 30469570560
2024-11-30 20:28:14.409358 , 7.43%, 11.79%, 80.77%, 132202496, 30469193728
2024-11-30 20:28:15.582741 , 7.13%, 11.39%, 81.46%, 176226304, 30468947968
2024-11-30 20:28:16.761500 , 7.91%, 11.96%, 80.11%, 175652864, 30469160960
2024-11-30 20:28:17.933973 , 7.4%, 11.94%, 80.65%, 175489024, 30467899392
2024-11-30 20:28:19.121101 , 8.84%, 11.89%, 79.25%, 136462336, 30467932160
2024-11-30 20:28:20.299486 , 7.48%, 12.1%, 80.49%, 137674752, 30467784704
2024-11-30 20:28:21.471760 , 6.97%, 11.75%, 81.27%, 138625024, 30472683520
2024-11-30 20:28:22.657183 , 9.96%, 12.69%, 77.34%, 177143808, 30468341760
2024-11-30 20:28:23.832887 , 7.19%, 11.93%, 80.86%, 175800320, 30467850240
2024-11-30 20:28:25.016536 , 7.64%, 11.51%, 80.83%, 173326336, 30467833856
2024-11-30 20:28:26.187579 , 7.44%, 12.1%, 80.53%, 134578176, 30468718592
2024-11-30 20:28:27.356252 , 7.24%, 11.9%, 80.85%, 135544832, 30467801088
2024-11-30 20:28:28.551227 , 11.15%, 12.9%, 75.94%, 131825664, 30469193728
2024-11-30 20:28:29.724564 , 7.24%, 11.8%, 80.95%, 180240384, 30466818048
2024-11-30 20:28:30.899925 , 7.82%, 13.18%, 78.98%, 176881664, 30466277376
2024-11-30 20:28:32.123434 , 18.84%, 14.29%, 66.85%, 170885120, 30469554176
2024-11-30 20:28:33.291418 , 7.24%, 11.71%, 81.3%, 130400256, 30468620288
2024-11-30 20:28:34.468665 , 7.33%, 11.69%, 80.97%, 138182656, 30468276224
2024-11-30 20:28:35.688470 , 17.93%, 13.66%, 68.4%, 122519552, 30473125888
2024-11-30 20:28:36.867410 , 8.98%, 12.43%, 78.57%, 165363712, 30469718016
2024-11-30 20:28:38.041576 , 7.41%, 11.86%, 80.71%, 166297600, 30468571136
2024-11-30 20:28:39.208446 , 7.8%, 11.77%, 81.13%, 163807232, 30470471680
2024-11-30 20:28:40.381787 , 7.61%, 12.6%, 80.31%, 124518400, 30471028736
2024-11-30 20:28:41.555378 , 6.84%, 11.8%, 81.34%, 125468672, 30470963200
2024-11-30 20:28:42.736118 , 8.47%, 12.51%, 79.1%, 123027456, 30472437760
2024-11-30 20:28:43.909693 , 7.6%, 12.4%, 80.35%, 166330368, 30470455296
2024-11-30 20:28:45.090757 , 7.66%, 11.94%, 80.39%, 174817280, 30466424832
2024-11-30 20:28:46.261097 , 7.72%, 12.17%, 80.9%, 175161344, 30466310144
2024-11-30 20:28:47.444779 , 7.25%, 11.86%, 80.88%, 140001280, 30465687552
2024-11-30 20:28:48.629084 , 8.72%, 12.25%, 79.1%, 141492224, 30465343488
2024-11-30 20:28:49.796081 , 7.11%, 11.62%, 81.26%, 136167424, 30465277952
2024-11-30 20:28:50.971515 , 8.11%, 11.98%, 79.9%, 178831360, 30465146880
2024-11-30 20:28:52.180666 , 11.81%, 12.98%, 75.19%, 174931968, 30463803392
2024-11-30 20:28:53.349595 , 7.16%, 11.64%, 81.19%, 173719552, 30463868928
2024-11-30 20:28:54.525828 , 7.53%, 11.89%, 80.57%, 131219456, 30513840128
2024-11-30 20:28:55.750520 , 16.29%, 13.65%, 70.5%, 114720768, 30509023232
2024-11-30 20:28:56.934542 , 11.72%, 12.7%, 75.56%, 112918528, 30440177664
2024-11-30 20:28:58.120502 , 9.79%, 12.53%, 77.66%, 158367744, 30447173632
2024-11-30 20:28:59.324131 , 17.68%, 14.81%, 67.49%, 129957888, 30443847680
2024-11-30 20:29:00.516746 , 10.7%, 12.62%, 77.29%, 117702656, 30470242304
2024-11-30 20:29:01.696630 , 7.39%, 13.11%, 79.48%, 82558976, 30520033280
2024-11-30 20:29:02.882719 , 9.1%, 12.34%, 78.55%, 69681152, 30501142528
2024-11-30 20:29:04.058921 , 6.69%, 11.82%, 81.47%, 72613888, 30553014272
2024-11-30 20:29:05.260865 , 9.4%, 12.3%, 78.92%, 110510080, 30532321280
2024-11-30 20:29:06.440221 , 8.39%, 11.74%, 79.86%, 108576768, 30532075520
2024-11-30 20:29:07.683729 , 16.97%, 13.54%, 69.48%, 106905600, 30432149504
2024-11-30 20:29:08.907873 , 10.98%, 12.4%, 76.6%, 100401152, 30507352064
2024-11-30 20:29:10.149028 , 14.67%, 13.83%, 71.49%, 96157696, 30531993600
2024-11-30 20:29:11.398105 , 15.85%, 13.54%, 70.59%, 92323840, 30529880064
2024-11-30 20:29:12.634987 , 15.47%, 13.42%, 71.1%, 115163136, 30516723712
2024-11-30 20:29:13.857761 , 14.31%, 12.89%, 72.79%, 121044992, 30513856512
2024-11-30 20:29:15.085409 , 16.95%, 13.71%, 69.33%, 129597440, 30515150848
2024-11-30 20:29:16.313562 , 14.81%, 12.73%, 72.45%, 129613824, 30514528256
2024-11-30 20:29:17.538645 , 15.27%, 13.18%, 71.53%, 127844352, 30516887552
2024-11-30 20:29:18.773305 , 18.14%, 13.65%, 68.19%, 133087232, 30514167808
2024-11-30 20:29:19.999384 , 14.12%, 12.9%, 72.97%, 133496832, 30514462720
2024-11-30 20:29:21.215144 , 15.28%, 13.27%, 71.44%, 131039232, 30514544640
2024-11-30 20:29:22.453323 , 23.19%, 14.78%, 62.2%, 122601472, 30518312960
2024-11-30 20:29:23.638444 , 7.3%, 11.14%, 81.81%, 119947264, 30518689792
2024-11-30 20:29:24.886395 , 15.5%, 13.2%, 71.74%, 122798080, 30518018048
2024-11-30 20:29:26.138456 , 15.42%, 13.49%, 71.7%, 125648896, 30515871744
2024-11-30 20:29:27.376114 , 14.91%, 13.23%, 71.85%, 125763584, 30517805056
2024-11-30 20:29:28.603873 , 14.1%, 13.54%, 72.43%, 122486784, 30517821440
2024-11-30 20:29:29.843782 , 14.56%, 12.89%, 72.54%, 122503168, 30517854208
2024-11-30 20:29:31.089212 , 15.31%, 14.11%, 70.57%, 127975424, 30516314112
2024-11-30 20:29:32.338856 , 15.62%, 13.67%, 70.69%, 121847808, 30520721408
2024-11-30 20:29:33.564042 , 12.8%, 12.99%, 74.19%, 125419520, 30516822016
2024-11-30 20:29:34.801574 , 15.25%, 13.48%, 71.25%, 124403712, 30517002240
2024-11-30 20:29:36.034606 , 14.15%, 12.93%, 72.91%, 124534784, 30516117504
2024-11-30 20:29:37.283464 , 16.46%, 13.5%, 70.2%, 124059648, 30515871744
2024-11-30 20:29:38.477922 , 8.62%, 11.62%, 79.74%, 121372672, 30515101696
2024-11-30 20:29:39.664656 , 6.52%, 11.48%, 81.98%, 119668736, 30515150848
2024-11-30 20:29:40.873024 , 10.89%, 12.81%, 76.29%, 117653504, 30515609600
2024-11-30 20:29:42.052495 , 5.72%, 10.85%, 83.41%, 122519552, 30515658752
2024-11-30 20:29:43.236262 , 6.47%, 10.99%, 82.53%, 122257408, 30515101696
2024-11-30 20:29:44.455523 , 12.48%, 13.6%, 74.45%, 142721024, 30493704192
2024-11-30 20:29:45.626641 , 5.84%, 11.0%, 83.15%, 142819328, 30493343744
2024-11-30 20:29:46.805143 , 6.18%, 11.1%, 82.71%, 144621568, 30493130752
2024-11-30 20:29:47.994681 , 7.64%, 11.86%, 80.49%, 553287680, 30057070592
2024-11-30 20:29:49.232525 , 23.62%, 17.48%, 58.88%, 526614528, 30043979776
2024-11-30 20:29:50.423216 , 10.63%, 13.65%, 75.7%, 521961472, 30220435456
2024-11-30 20:29:51.657461 , 21.35%, 14.76%, 63.87%, 264470528, 30040080384
2024-11-30 20:29:52.891840 , 15.64%, 15.54%, 68.8%, 291946496, 30131650560
