time, user cpu usage, system cpu usage, idle cpu percentage, bytes available, bytes active
2024-12-03 19:43:20.287083 , 10.71%, 12.51%, 76.76%, 89833472, 23441129472
2024-12-03 19:43:21.849618 , 10.42%, 12.43%, 77.13%, 98516992, 23437541376
2024-12-03 19:43:23.425240 , 11.36%, 12.65%, 75.98%, 88948736, 23441588224
2024-12-03 19:43:24.990493 , 10.97%, 12.76%, 76.25%, 90324992, 23526031360
2024-12-03 19:43:26.554145 , 10.1%, 13.46%, 76.43%, 91619328, 23439523840
2024-12-03 19:43:28.131090 , 12.42%, 13.6%, 74.5%, 82657280, 23473963008
2024-12-03 19:43:29.722726 , 13.75%, 13.61%, 72.63%, 123142144, 23357652992
2024-12-03 19:43:31.320777 , 13.86%, 13.58%, 72.55%, 73072640, 23437934592
2024-12-03 19:43:32.887541 , 10.68%, 12.98%, 76.32%, 73367552, 23546970112
2024-12-03 19:43:34.497241 , 16.2%, 13.72%, 70.24%, 75350016, 23548002304
2024-12-03 19:43:36.060811 , 10.57%, 12.64%, 76.78%, 73531392, 23454498816
2024-12-03 19:43:37.628623 , 10.15%, 12.44%, 77.39%, 78774272, 23446192128
2024-12-03 19:43:39.304236 , 20.85%, 18.45%, 60.69%, 476741632, 23175004160
2024-12-03 19:43:40.921509 , 14.63%, 18.97%, 66.39%, 472186880, 23317381120
2024-12-03 19:43:42.502223 , 12.7%, 13.21%, 74.71%, 479723520, 23328718848
2024-12-03 19:43:44.087549 , 14.3%, 14.66%, 71.3%, 461815808, 23270211584
2024-12-03 19:43:45.661143 , 10.54%, 12.82%, 76.63%, 461127680, 23251861504
2024-12-03 19:43:47.220925 , 10.46%, 12.54%, 76.98%, 467091456, 23338319872
2024-12-03 19:43:48.780672 , 10.28%, 12.58%, 77.13%, 465698816, 23320330240
2024-12-03 19:43:50.378458 , 14.3%, 13.32%, 72.36%, 443088896, 23296163840
2024-12-03 19:43:51.952992 , 10.81%, 12.94%, 76.24%, 442286080, 23281385472
2024-12-03 19:43:53.540493 , 11.93%, 13.41%, 74.64%, 435945472, 23286054912
2024-12-03 19:43:55.124680 , 12.16%, 14.8%, 73.75%, 379191296, 23416537088
