time, user cpu usage, system cpu usage, idle cpu percentage, bytes available, bytes active
2024-12-03 19:26:39.469470 , 10.83%, 12.62%, 76.54%, 483983360, 23150772224
2024-12-03 19:26:41.031831 , 9.76%, 12.21%, 78.1%, 483753984, 23237459968
2024-12-03 19:26:42.603363 , 11.18%, 13.24%, 75.56%, 489340928, 23237017600
2024-12-03 19:26:44.164261 , 10.76%, 12.77%, 76.45%, 463962112, 23170547712
2024-12-03 19:26:45.730462 , 10.57%, 12.65%, 76.76%, 473546752, 23166943232
2024-12-03 19:26:47.299366 , 10.58%, 12.44%, 76.96%, 481869824, 23155310592
2024-12-03 19:26:48.852195 , 9.55%, 12.37%, 78.7%, 482770944, 23237394432
2024-12-03 19:26:50.474201 , 13.86%, 13.58%, 72.55%, 422756352, 23197089792
2024-12-03 19:26:52.032792 , 9.77%, 12.5%, 77.72%, 432029696, 23176429568
2024-12-03 19:26:53.611472 , 12.49%, 12.91%, 74.59%, 439844864, 23189422080
2024-12-03 19:26:55.170741 , 10.56%, 12.58%, 76.85%, 447283200, 23256432640
2024-12-03 19:26:56.756667 , 14.99%, 14.63%, 70.36%, 474267648, 23244095488
2024-12-03 19:26:58.329504 , 10.26%, 12.4%, 77.33%, 468762624, 23165878272
2024-12-03 19:26:59.914491 , 12.18%, 12.89%, 74.91%, 460095488, 23169875968
2024-12-03 19:27:01.506580 , 14.58%, 13.81%, 71.59%, 355647488, 23134896128
2024-12-03 19:27:03.076258 , 12.24%, 12.45%, 75.3%, 355549184, 23311384576
2024-12-03 19:27:04.632419 , 9.48%, 12.29%, 78.21%, 349061120, 23309287424
2024-12-03 19:27:06.203459 , 10.49%, 12.41%, 77.8%, 345128960, 23221698560
2024-12-03 19:27:07.771205 , 10.36%, 12.65%, 76.98%, 352321536, 23213621248
2024-12-03 19:27:09.338679 , 10.11%, 12.33%, 77.54%, 342196224, 23218372608
2024-12-03 19:27:10.896075 , 10.5%, 12.28%, 77.65%, 337625088, 23312023552
2024-12-03 19:27:12.466865 , 15.12%, 13.62%, 71.25%, 390643712, 23225565184
2024-12-03 19:27:14.046141 , 11.45%, 12.73%, 75.81%, 311705600, 23248076800
2024-12-03 19:27:15.619996 , 10.96%, 13.9%, 75.94%, 309919744, 23139467264
2024-12-03 19:27:17.186291 , 10.32%, 12.55%, 77.11%, 288473088, 23315496960
2024-12-03 19:27:18.771478 , 11.37%, 12.57%, 76.4%, 273563648, 23314497536
2024-12-03 19:27:20.353321 , 13.25%, 13.11%, 73.62%, 226852864, 23368663040
2024-12-03 19:27:21.909267 , 10.67%, 12.62%, 76.69%, 220626944, 23290331136
2024-12-03 19:27:23.508678 , 17.38%, 14.31%, 68.29%, 105644032, 23333781504
2024-12-03 19:27:25.068988 , 9.81%, 12.63%, 77.54%, 108527616, 23426613248
2024-12-03 19:27:26.678309 , 16.44%, 14.98%, 68.56%, 76775424, 23449223168
2024-12-03 19:27:28.240746 , 10.13%, 12.5%, 77.35%, 76185600, 23355949056
2024-12-03 19:27:29.800129 , 9.84%, 12.22%, 77.92%, 76611584, 23380590592
2024-12-03 19:27:31.355361 , 10.37%, 12.6%, 77.1%, 85180416, 23345266688
2024-12-03 19:27:32.915513 , 9.35%, 12.9%, 78.54%, 85983232, 23443767296
2024-12-03 19:27:34.475049 , 10.34%, 12.51%, 77.13%, 81985536, 23454367744
2024-12-03 19:27:36.041199 , 11.21%, 12.71%, 76.7%, 77955072, 23350312960
2024-12-03 19:27:37.598770 , 10.0%, 12.3%, 77.69%, 85721088, 23368876032
2024-12-03 19:27:39.169172 , 10.17%, 12.25%, 77.56%, 72220672, 23455563776
2024-12-03 19:27:40.723627 , 9.91%, 12.3%, 77.78%, 76283904, 23417339904
2024-12-03 19:27:42.291221 , 11.67%, 12.96%, 75.35%, 78397440, 23336648704
2024-12-03 19:27:43.884778 , 12.21%, 12.7%, 75.8%, 81494016, 23374626816
2024-12-03 19:27:45.476313 , 14.15%, 12.88%, 72.95%, 74465280, 23368187904
2024-12-03 19:27:47.042826 , 9.56%, 12.8%, 78.34%, 81461248, 23451664384
2024-12-03 19:27:48.620324 , 13.45%, 13.59%, 72.94%, 92160000, 23448649728
2024-12-03 19:27:50.277779 , 14.95%, 12.87%, 72.16%, 59965440, 23351934976
2024-12-03 19:27:51.896154 , 18.76%, 15.92%, 65.3%, 60243968, 23379165184
2024-12-03 19:27:53.464509 , 10.65%, 12.72%, 76.62%, 54247424, 23384670208
2024-12-03 19:27:55.027836 , 9.53%, 12.5%, 78.41%, 57475072, 23462789120
2024-12-03 19:27:56.716500 , 23.14%, 19.13%, 57.72%, 854999040, 23011491840
2024-12-03 19:27:58.322831 , 11.53%, 18.9%, 69.56%, 845053952, 23073341440
2024-12-03 19:27:59.885043 , 11.23%, 12.81%, 75.94%, 831913984, 22991650816
2024-12-03 19:28:01.500290 , 16.27%, 17.24%, 66.48%, 816218112, 22322413568
