time, user cpu usage, system cpu usage, idle cpu percentage, bytes available, bytes active
2024-11-30 00:37:02.783314 , 8.23%, 12.4%, 79.71%, 1130577920, 30008475648
2024-11-30 00:37:03.928519 , 7.94%, 12.11%, 79.93%, 1133412352, 30038753280
2024-11-30 00:37:05.070950 , 6.55%, 11.36%, 82.8%, 1139081216, 30035443712
2024-11-30 00:37:06.215353 , 6.82%, 13.55%, 79.61%, 1132199936, 30035902464
2024-11-30 00:37:07.355902 , 6.26%, 11.39%, 82.34%, 1151270912, 30111121408
2024-11-30 00:37:08.502732 , 8.14%, 11.6%, 80.24%, 1150173184, 30045126656
2024-11-30 00:37:09.643668 , 6.45%, 11.57%, 81.96%, 1154400256, 30123556864
2024-11-30 00:37:10.784108 , 6.56%, 11.38%, 82.5%, 1151041536, 30036049920
2024-11-30 00:37:11.925511 , 7.8%, 11.6%, 81.31%, 1150205952, 30043586560
2024-11-30 00:37:13.076639 , 8.9%, 11.84%, 80.6%, 1150205952, 30125195264
2024-11-30 00:37:14.235666 , 9.94%, 12.16%, 77.88%, 1143046144, 30041047040
2024-11-30 00:37:15.396137 , 8.3%, 11.44%, 80.52%, 1143193600, 30128013312
2024-11-30 00:37:16.538054 , 6.96%, 11.77%, 81.26%, 1145290752, 30040408064
2024-11-30 00:37:17.696145 , 10.54%, 12.6%, 77.38%, 1140899840, 30126702592
2024-11-30 00:37:18.831739 , 6.98%, 11.71%, 81.29%, 1144946688, 30037917696
2024-11-30 00:37:19.974959 , 7.4%, 11.93%, 81.2%, 1157529600, 30029791232
2024-11-30 00:37:21.137039 , 15.14%, 12.53%, 72.31%, 1144717312, 30130307072
2024-11-30 00:37:22.278238 , 7.16%, 11.77%, 81.6%, 1146322944, 30042210304
2024-11-30 00:37:23.413665 , 6.78%, 11.4%, 81.8%, 1158545408, 30114185216
2024-11-30 00:37:24.606535 , 23.68%, 14.17%, 62.13%, 1136869376, 30043914240
2024-11-30 00:37:25.749243 , 7.15%, 11.65%, 81.18%, 1141293056, 30126784512
2024-11-30 00:37:26.886940 , 6.65%, 11.97%, 81.37%, 1135542272, 30040752128
2024-11-30 00:37:28.030775 , 7.4%, 11.53%, 81.42%, 1136164864, 30036688896
2024-11-30 00:37:29.169888 , 6.73%, 11.93%, 81.32%, 1137344512, 30130126848
2024-11-30 00:37:30.314780 , 7.14%, 11.63%, 81.22%, 1146929152, 30030725120
2024-11-30 00:37:31.455770 , 7.47%, 11.77%, 80.75%, 1147060224, 30126080000
2024-11-30 00:37:32.604707 , 8.51%, 12.0%, 79.48%, 1142751232, 30039785472
2024-11-30 00:37:33.750458 , 7.62%, 11.9%, 80.46%, 1145143296, 30126063616
2024-11-30 00:37:34.889863 , 7.47%, 11.87%, 80.65%, 1139752960, 30043619328
2024-11-30 00:37:36.054189 , 10.34%, 14.5%, 75.6%, 1138655232, 30033559552
2024-11-30 00:37:37.202375 , 8.69%, 11.96%, 79.34%, 1140195328, 30134960128
2024-11-30 00:37:38.345700 , 7.98%, 12.7%, 79.93%, 1120583680, 30051745792
2024-11-30 00:37:39.484809 , 6.66%, 11.89%, 81.43%, 1119436800, 30133846016
2024-11-30 00:37:40.646670 , 12.7%, 12.87%, 75.4%, 1115537408, 30056824832
2024-11-30 00:37:41.794582 , 6.83%, 11.32%, 81.83%, 1116995584, 30138105856
2024-11-30 00:37:42.924136 , 9.38%, 11.95%, 78.65%, 1117257728, 30052007936
2024-11-30 00:37:44.100181 , 19.29%, 14.46%, 66.24%, 1114030080, 30047944704
2024-11-30 00:37:45.243687 , 6.72%, 11.72%, 81.54%, 1105756160, 30145560576
2024-11-30 00:37:46.395510 , 9.2%, 12.6%, 78.9%, 1115619328, 30047584256
2024-11-30 00:37:47.581817 , 21.53%, 14.65%, 63.81%, 1092567040, 30148132864
2024-11-30 00:37:48.724667 , 7.5%, 11.86%, 81.8%, 1090715648, 30068752384
2024-11-30 00:37:49.876116 , 6.8%, 11.78%, 81.4%, 1094647808, 30062346240
2024-11-30 00:37:51.023315 , 6.63%, 11.44%, 81.92%, 1093337088, 30150606848
2024-11-30 00:37:52.169201 , 7.4%, 11.44%, 81.51%, 1095958528, 30056415232
2024-11-30 00:37:53.310827 , 9.7%, 12.15%, 78.14%, 1117765632, 30128521216
2024-11-30 00:37:54.465313 , 11.93%, 12.94%, 75.12%, 1111998464, 30049386496
2024-11-30 00:37:55.606636 , 6.97%, 11.69%, 81.33%, 1116225536, 30139219968
2024-11-30 00:37:56.749438 , 6.57%, 11.51%, 81.91%, 1114341376, 30045519872
2024-11-30 00:37:57.892649 , 6.96%, 11.66%, 81.37%, 1115258880, 30042472448
2024-11-30 00:37:59.031267 , 6.14%, 11.47%, 82.37%, 1120436224, 30043553792
2024-11-30 00:38:00.227458 , 14.67%, 12.45%, 72.87%, 1099726848, 30052499456
2024-11-30 00:38:01.370355 , 7.5%, 11.55%, 81.39%, 1100939264, 30147411968
2024-11-30 00:38:02.509753 , 8.51%, 11.89%, 79.58%, 1101119488, 30054137856
2024-11-30 00:38:03.671853 , 9.78%, 12.31%, 77.9%, 1093369856, 30153900032
2024-11-30 00:38:04.813609 , 7.66%, 11.84%, 80.49%, 1092648960, 30065180672
2024-11-30 00:38:05.957451 , 6.76%, 13.42%, 79.81%, 1089568768, 30055759872
2024-11-30 00:38:07.123359 , 15.13%, 12.94%, 71.91%, 1088159744, 30158831616
2024-11-30 00:38:08.271165 , 7.0%, 11.57%, 81.42%, 1092960256, 30056349696
2024-11-30 00:38:09.410827 , 6.46%, 11.49%, 82.3%, 1098661888, 30148476928
2024-11-30 00:38:10.594257 , 21.4%, 14.99%, 63.6%, 1088897024, 30058643456
2024-11-30 00:38:11.731769 , 7.5%, 11.65%, 81.28%, 1090895872, 30151049216
2024-11-30 00:38:12.876827 , 6.82%, 11.62%, 81.54%, 1089814528, 30056480768
2024-11-30 00:38:14.020240 , 7.12%, 11.8%, 81.7%, 1090977792, 30053990400
2024-11-30 00:38:15.159329 , 7.25%, 11.96%, 80.77%, 1090273280, 30151639040
2024-11-30 00:38:16.308526 , 9.42%, 12.15%, 78.41%, 1087160320, 30058889216
2024-11-30 00:38:17.453533 , 7.41%, 12.18%, 80.4%, 1087406080, 30140809216
2024-11-30 00:38:18.594803 , 6.98%, 11.7%, 81.31%, 1089896448, 30070800384
2024-11-30 00:38:19.744981 , 7.24%, 11.53%, 81.22%, 1090519040, 30154932224
2024-11-30 00:38:20.884601 , 6.94%, 11.64%, 81.4%, 1087553536, 30065393664
2024-11-30 00:38:22.027064 , 6.87%, 11.7%, 81.41%, 1089339392, 30055235584
2024-11-30 00:38:23.174180 , 7.73%, 12.3%, 79.95%, 1106771968, 30143397888
2024-11-30 00:38:24.319575 , 8.2%, 11.97%, 80.0%, 1105903616, 30050975744
2024-11-30 00:38:25.491928 , 16.56%, 12.3%, 71.13%, 1107132416, 30147411968
2024-11-30 00:38:26.649669 , 9.56%, 12.28%, 78.14%, 1085030400, 30071308288
2024-11-30 00:38:27.794440 , 7.23%, 11.72%, 81.3%, 1080852480, 30148837376
2024-11-30 00:38:28.932163 , 6.45%, 11.37%, 82.17%, 1080721408, 30076256256
2024-11-30 00:38:30.098659 , 13.35%, 13.35%, 73.28%, 1003569152, 30096392192
2024-11-30 00:38:31.237409 , 6.37%, 11.4%, 82.21%, 1002029056, 30193516544
2024-11-30 00:38:32.382766 , 8.3%, 12.2%, 79.75%, 994394112, 30102470656
2024-11-30 00:38:33.568689 , 19.1%, 15.9%, 65.88%, 826032128, 30253350912
2024-11-30 00:38:34.715759 , 7.88%, 11.88%, 80.22%, 823607296, 30149541888
2024-11-30 00:38:35.862865 , 6.93%, 13.35%, 79.71%, 825098240, 30262099968
2024-11-30 00:38:37.000318 , 6.68%, 11.31%, 81.99%, 824590336, 30209998848
2024-11-30 00:38:38.147123 , 6.8%, 11.89%, 81.3%, 824623104, 30188748800
2024-11-30 00:38:39.285071 , 6.4%, 11.36%, 82.23%, 822558720, 30281957376
2024-11-30 00:38:40.431919 , 7.91%, 11.97%, 80.1%, 817414144, 30189879296
2024-11-30 00:38:41.572997 , 6.37%, 11.61%, 82.1%, 820576256, 30284070912
2024-11-30 00:38:42.706366 , 6.51%, 11.37%, 82.1%, 816693248, 30218010624
2024-11-30 00:38:43.851028 , 9.52%, 11.88%, 78.58%, 824180736, 30281760768
2024-11-30 00:38:44.998950 , 12.4%, 13.15%, 74.79%, 820543488, 30277959680
2024-11-30 00:38:46.145618 , 7.91%, 11.77%, 80.3%, 801325056, 30234378240
2024-11-30 00:38:47.282208 , 7.41%, 11.84%, 80.74%, 802701312, 30291410944
2024-11-30 00:38:48.414356 , 7.59%, 11.49%, 80.9%, 804192256, 30200807424
2024-11-30 00:38:49.569390 , 10.99%, 13.42%, 75.58%, 737460224, 30326013952
2024-11-30 00:38:50.706475 , 6.5%, 11.46%, 82.2%, 740229120, 30231543808
2024-11-30 00:38:51.846948 , 7.8%, 11.9%, 81.0%, 741146624, 30324768768
2024-11-30 00:38:53.000054 , 12.2%, 13.23%, 74.74%, 734527488, 30239588352
2024-11-30 00:38:54.138965 , 8.43%, 12.24%, 79.32%, 733806592, 30228201472
2024-11-30 00:38:55.301960 , 13.9%, 12.9%, 73.2%, 738099200, 30324146176
2024-11-30 00:38:56.482337 , 18.38%, 14.55%, 67.5%, 733626368, 30241505280
2024-11-30 00:38:57.621793 , 6.86%, 11.78%, 81.35%, 734085120, 30328078336
2024-11-30 00:38:58.766782 , 7.25%, 11.65%, 81.8%, 708411392, 30262083584
2024-11-30 00:38:59.940445 , 9.1%, 12.47%, 78.41%, 705216512, 30246420480
2024-11-30 00:39:01.094255 , 7.7%, 11.75%, 80.54%, 697155584, 30247534592
2024-11-30 00:39:02.247465 , 9.0%, 11.94%, 79.4%, 685916160, 30257987584
2024-11-30 00:39:03.397076 , 6.69%, 11.66%, 81.64%, 681443328, 30353424384
2024-11-30 00:39:04.542319 , 6.72%, 11.6%, 81.67%, 683573248, 30257414144
2024-11-30 00:39:05.697437 , 7.29%, 12.96%, 79.73%, 681541632, 30357733376
2024-11-30 00:39:06.852211 , 7.0%, 11.47%, 81.52%, 683950080, 30253678592
2024-11-30 00:39:08.002992 , 6.77%, 11.42%, 81.79%, 682344448, 30253989888
2024-11-30 00:39:09.159240 , 8.46%, 11.99%, 79.53%, 682442752, 30352343040
2024-11-30 00:39:10.311536 , 7.28%, 11.94%, 80.76%, 686833664, 30252711936
2024-11-30 00:39:11.455468 , 6.54%, 11.55%, 81.9%, 683556864, 30355324928
2024-11-30 00:39:12.609471 , 8.14%, 12.56%, 79.29%, 684015616, 30255415296
2024-11-30 00:39:13.762309 , 6.99%, 11.76%, 81.23%, 684769280, 30353113088
2024-11-30 00:39:14.918240 , 8.62%, 12.6%, 79.31%, 682278912, 30257971200
2024-11-30 00:39:16.063859 , 9.9%, 12.2%, 78.88%, 678510592, 30263050240
2024-11-30 00:39:17.215939 , 6.88%, 12.4%, 81.7%, 678526976, 30354309120
2024-11-30 00:39:18.382516 , 8.75%, 12.7%, 79.17%, 682819584, 30259412992
2024-11-30 00:39:19.541057 , 12.22%, 13.52%, 74.24%, 675807232, 30356635648
2024-11-30 00:39:20.735941 , 7.42%, 11.69%, 80.87%, 675299328, 30269931520
2024-11-30 00:39:21.882483 , 6.68%, 11.74%, 81.57%, 678739968, 30260609024
2024-11-30 00:39:23.121170 , 13.66%, 17.2%, 69.12%, 1464336384, 29771661312
2024-11-30 00:39:24.282653 , 10.9%, 14.2%, 74.9%, 1463615488, 29734666240
2024-11-30 00:39:25.431195 , 8.6%, 12.44%, 78.94%, 1466023936, 29927882752
2024-11-30 00:39:26.581655 , 9.7%, 13.14%, 77.14%, 1465565184, 29899276288
2024-11-30 00:39:27.733595 , 7.58%, 11.93%, 80.48%, 1472184320, 29957718016
2024-11-30 00:39:28.884910 , 7.41%, 12.8%, 80.5%, 1469349888, 29874388992
2024-11-30 00:39:30.049871 , 9.0%, 12.6%, 78.4%, 1474772992, 29855973376
2024-11-30 00:39:31.216253 , 8.99%, 12.88%, 78.12%, 1475805184, 29869883392
2024-11-30 00:39:32.395488 , 12.6%, 14.54%, 73.39%, 1484423168, 29557915648
