time, user cpu usage, system cpu usage, idle cpu percentage, bytes available, bytes active
2024-11-30 20:11:35.314407 , 6.13%, 11.27%, 82.59%, 121257984, 30376476672
2024-11-30 20:11:36.488587 , 6.98%, 11.22%, 81.79%, 106741760, 30450221056
2024-11-30 20:11:37.660489 , 6.45%, 11.2%, 82.52%, 109395968, 30383489024
2024-11-30 20:11:38.841157 , 9.38%, 11.66%, 78.95%, 108068864, 30379606016
2024-11-30 20:11:40.024691 , 11.2%, 12.29%, 76.49%, 106070016, 30382129152
2024-11-30 20:11:41.197868 , 7.65%, 11.33%, 81.1%, 118259712, 30421598208
2024-11-30 20:11:42.388139 , 10.49%, 12.5%, 77.45%, 107642880, 30378278912
2024-11-30 20:11:43.564657 , 7.5%, 11.64%, 80.84%, 108822528, 30396416000
2024-11-30 20:11:44.736668 , 6.43%, 11.18%, 82.37%, 124993536, 30369857536
2024-11-30 20:11:45.914886 , 8.69%, 11.26%, 80.3%, 122077184, 30376050688
2024-11-30 20:11:47.135481 , 12.34%, 18.0%, 69.65%, 114950144, 30398300160
2024-11-30 20:11:48.312146 , 9.42%, 11.9%, 78.67%, 108937216, 30380195840
2024-11-30 20:11:49.490145 , 12.9%, 11.89%, 76.0%, 102006784, 30397661184
2024-11-30 20:11:50.666376 , 8.85%, 11.71%, 79.42%, 102678528, 30379065344
2024-11-30 20:11:51.849177 , 9.8%, 11.35%, 79.56%, 153174016, 30357307392
2024-11-30 20:11:53.065451 , 18.13%, 13.86%, 67.99%, 117817344, 30361485312
2024-11-30 20:11:54.246779 , 7.17%, 11.4%, 81.41%, 121683968, 30378475520
2024-11-30 20:11:55.472951 , 11.89%, 12.26%, 75.84%, 100139008, 30285561856
2024-11-30 20:11:56.650450 , 6.2%, 11.31%, 82.48%, 108265472, 30267555840
2024-11-30 20:11:57.825934 , 5.62%, 11.15%, 83.21%, 119619584, 30477828096
2024-11-30 20:11:59.014116 , 7.62%, 11.24%, 81.13%, 120406016, 30378704896
2024-11-30 20:12:00.188083 , 6.24%, 11.1%, 82.65%, 119701504, 30390681600
2024-11-30 20:12:01.361114 , 5.74%, 12.97%, 81.28%, 123027456, 30410096640
2024-11-30 20:12:02.563384 , 10.69%, 11.46%, 77.84%, 124305408, 30374658048
2024-11-30 20:12:03.735012 , 6.55%, 11.2%, 82.42%, 125075456, 30387486720
2024-11-30 20:12:04.917945 , 10.18%, 11.94%, 77.86%, 124452864, 30392303616
2024-11-30 20:12:06.094965 , 6.6%, 10.93%, 83.0%, 124715008, 30375870464
2024-11-30 20:12:07.261067 , 5.89%, 10.78%, 83.31%, 139837440, 30385012736
2024-11-30 20:12:08.458591 , 9.8%, 12.17%, 78.74%, 140394496, 30367399936
2024-11-30 20:12:09.624863 , 5.98%, 10.76%, 83.25%, 143015936, 30382096384
2024-11-30 20:12:10.804599 , 13.27%, 13.7%, 73.64%, 163708928, 30345330688
2024-11-30 20:12:12.006850 , 13.7%, 12.88%, 74.3%, 160448512, 30349574144
2024-11-30 20:12:13.173784 , 5.95%, 10.91%, 83.13%, 161103872, 30371168256
2024-11-30 20:12:14.350855 , 6.8%, 11.24%, 81.95%, 160743424, 30353047552
2024-11-30 20:12:15.590469 , 22.13%, 14.13%, 63.72%, 150880256, 30378704896
2024-11-30 20:12:16.777753 , 6.44%, 11.1%, 82.45%, 151175168, 30358388736
2024-11-30 20:12:17.969047 , 8.16%, 10.88%, 80.95%, 195084288, 30339973120
2024-11-30 20:12:19.142925 , 6.26%, 10.74%, 82.98%, 196263936, 30361501696
2024-11-30 20:12:20.313831 , 5.77%, 10.75%, 83.46%, 194035712, 30335549440
2024-11-30 20:12:21.479536 , 6.16%, 10.84%, 82.98%, 193904640, 30354751488
2024-11-30 20:12:22.656129 , 6.46%, 10.96%, 82.56%, 196739072, 30339579904
2024-11-30 20:12:23.900142 , 13.89%, 11.94%, 74.16%, 192397312, 30345543680
2024-11-30 20:12:25.085075 , 6.58%, 11.3%, 82.1%, 192987136, 30363795456
2024-11-30 20:12:26.272774 , 10.17%, 12.13%, 77.69%, 195756032, 30328045568
2024-11-30 20:12:27.439481 , 7.65%, 11.53%, 80.81%, 193937408, 30345805824
2024-11-30 20:12:28.629893 , 10.81%, 11.79%, 77.38%, 190988288, 30333206528
2024-11-30 20:12:29.801566 , 5.57%, 10.84%, 83.58%, 200589312, 30349885440
2024-11-30 20:12:30.990159 , 8.82%, 13.62%, 77.54%, 198901760, 30377476096
2024-11-30 20:12:32.194507 , 9.61%, 11.53%, 78.84%, 199475200, 30377115648
2024-11-30 20:12:33.357449 , 5.8%, 10.8%, 83.4%, 198311936, 30373363712
2024-11-30 20:12:34.575623 , 15.66%, 13.1%, 71.32%, 191873024, 30337220608
2024-11-30 20:12:35.745220 , 7.65%, 11.53%, 80.81%, 204242944, 30328242176
2024-11-30 20:12:36.928938 , 7.64%, 11.37%, 80.98%, 199671808, 30353358848
2024-11-30 20:12:38.147164 , 14.57%, 12.47%, 72.95%, 199180288, 30375575552
2024-11-30 20:12:39.321144 , 9.45%, 12.7%, 77.83%, 196100096, 30317740032
2024-11-30 20:12:40.506450 , 10.74%, 12.2%, 77.5%, 195854336, 30348214272
2024-11-30 20:12:41.684016 , 6.23%, 11.27%, 82.49%, 195215360, 30327193600
2024-11-30 20:12:42.863657 , 6.38%, 11.1%, 82.51%, 197509120, 30391238656
2024-11-30 20:12:44.038079 , 8.31%, 11.68%, 80.0%, 195706880, 30325833728
2024-11-30 20:12:45.214516 , 6.9%, 11.4%, 82.5%, 210501632, 30357979136
2024-11-30 20:12:46.387944 , 6.21%, 11.15%, 82.62%, 213598208, 30362157056
2024-11-30 20:12:47.553360 , 5.38%, 10.86%, 83.74%, 211795968, 30341922816
2024-11-30 20:12:48.729159 , 6.25%, 11.2%, 82.72%, 215597056, 30359617536
2024-11-30 20:12:49.912747 , 6.98%, 11.11%, 81.9%, 215564288, 30364598272
2024-11-30 20:12:51.104716 , 15.39%, 12.76%, 71.83%, 210747392, 30308368384
2024-11-30 20:12:52.285501 , 5.56%, 10.63%, 83.79%, 210370560, 30357798912
2024-11-30 20:12:53.456185 , 5.93%, 11.17%, 82.88%, 215252992, 30320148480
2024-11-30 20:12:54.652083 , 14.41%, 12.95%, 72.63%, 195166208, 30358028288
2024-11-30 20:12:55.872378 , 10.59%, 11.35%, 78.5%, 165429248, 30378967040
2024-11-30 20:12:57.053287 , 7.67%, 11.9%, 80.41%, 148619264, 30269554688
2024-11-30 20:12:58.248445 , 12.15%, 12.43%, 75.4%, 60538880, 30533861376
2024-11-30 20:12:59.414624 , 5.84%, 11.0%, 83.15%, 78315520, 30487855104
2024-11-30 20:13:00.593279 , 6.33%, 11.7%, 82.59%, 66437120, 30454349824
2024-11-30 20:13:01.791960 , 14.27%, 15.71%, 70.0%, 77103104, 30395498496
2024-11-30 20:13:02.976247 , 9.19%, 11.64%, 79.15%, 66961408, 30420336640
2024-11-30 20:13:04.150382 , 6.93%, 11.49%, 81.56%, 69550080, 30402134016
2024-11-30 20:13:05.322793 , 5.75%, 10.72%, 83.51%, 68288512, 30412832768
2024-11-30 20:13:06.491800 , 6.23%, 10.79%, 82.97%, 67256320, 30400937984
2024-11-30 20:13:07.656014 , 6.8%, 10.86%, 83.5%, 62504960, 30419451904
2024-11-30 20:13:08.830156 , 7.14%, 11.11%, 81.74%, 62439424, 30398955520
2024-11-30 20:13:10.029203 , 17.32%, 12.12%, 70.54%, 78987264, 30386946048
2024-11-30 20:13:11.197566 , 6.5%, 10.71%, 83.23%, 69173248, 30423515136
2024-11-30 20:13:12.372145 , 5.74%, 10.9%, 83.34%, 69287936, 30390272000
2024-11-30 20:13:13.538511 , 5.69%, 10.68%, 83.61%, 68681728, 30415126528
2024-11-30 20:13:14.715077 , 8.34%, 11.97%, 79.68%, 49840128, 30404591616
2024-11-30 20:13:15.886312 , 5.87%, 10.84%, 83.28%, 50331648, 30402527232
2024-11-30 20:13:17.087861 , 9.4%, 12.6%, 77.98%, 77578240, 30419025920
2024-11-30 20:13:18.273695 , 8.28%, 11.3%, 80.4%, 60342272, 30402756608
2024-11-30 20:13:19.450946 , 5.73%, 10.88%, 83.38%, 62210048, 30422564864
2024-11-30 20:13:20.658033 , 12.12%, 12.41%, 75.45%, 58589184, 30409228288
2024-11-30 20:13:21.828463 , 5.95%, 10.81%, 83.23%, 58654720, 30405312512
2024-11-30 20:13:22.999855 , 6.14%, 11.0%, 82.85%, 60702720, 30432100352
2024-11-30 20:13:24.221444 , 16.57%, 13.82%, 69.6%, 54771712, 30409244672
2024-11-30 20:13:25.389981 , 6.15%, 11.21%, 82.63%, 56246272, 30420926464
2024-11-30 20:13:26.563353 , 6.32%, 11.16%, 82.5%, 56016896, 30407852032
2024-11-30 20:13:27.730553 , 5.88%, 10.67%, 83.43%, 54870016, 30421368832
2024-11-30 20:13:28.894679 , 6.8%, 10.96%, 82.95%, 56098816, 30405935104
2024-11-30 20:13:30.055123 , 5.97%, 11.34%, 82.68%, 60538880, 30407917568
2024-11-30 20:13:31.222918 , 6.27%, 12.84%, 80.87%, 58654720, 30424170496
2024-11-30 20:13:32.395094 , 6.5%, 11.2%, 82.91%, 56279040, 30405165056
2024-11-30 20:13:33.560874 , 6.26%, 11.14%, 82.58%, 55345152, 30424694784
2024-11-30 20:13:34.748613 , 6.84%, 11.53%, 81.62%, 57884672, 30429822976
2024-11-30 20:13:35.915687 , 5.88%, 10.96%, 83.15%, 58327040, 30405443584
2024-11-30 20:13:37.096806 , 8.23%, 11.56%, 80.19%, 56639488, 30431461376
2024-11-30 20:13:38.265898 , 6.15%, 11.22%, 82.62%, 58032128, 30405263360
2024-11-30 20:13:39.431199 , 5.6%, 10.8%, 83.6%, 58441728, 30420271104
2024-11-30 20:13:40.622648 , 10.19%, 12.54%, 77.25%, 58458112, 30408785920
2024-11-30 20:13:41.796072 , 10.97%, 12.26%, 76.75%, 52576256, 30417764352
2024-11-30 20:13:42.991345 , 8.95%, 12.26%, 78.77%, 50806784, 30405132288
2024-11-30 20:13:44.155845 , 6.45%, 11.22%, 82.32%, 50003968, 30423285760
2024-11-30 20:13:45.327551 , 6.94%, 11.21%, 81.84%, 52101120, 30402199552
2024-11-30 20:13:46.528225 , 10.48%, 12.52%, 76.99%, 51085312, 30424449024
2024-11-30 20:13:47.690456 , 7.28%, 11.97%, 80.73%, 46186496, 30406033408
2024-11-30 20:13:48.860714 , 6.35%, 11.12%, 82.52%, 47366144, 30403149824
2024-11-30 20:13:50.030999 , 5.77%, 10.74%, 83.48%, 48873472, 30431903744
2024-11-30 20:13:51.252274 , 21.92%, 18.14%, 59.92%, 852000768, 29849436160
2024-11-30 20:13:52.433603 , 13.76%, 14.35%, 71.87%, 839254016, 30026055680
2024-11-30 20:13:53.618585 , 10.52%, 12.88%, 76.59%, 816594944, 29996417024
2024-11-30 20:13:54.825641 , 13.64%, 15.36%, 70.98%, 791232512, 29731700736
