time, user cpu usage, system cpu usage, idle cpu percentage, bytes available, bytes active
2024-11-29 22:59:31.624525 , 7.4%, 11.88%, 80.7%, 1667252224, 29872865280
2024-11-29 22:59:33.060224 , 6.72%, 11.9%, 81.36%, 1669906432, 29875814400
2024-11-29 22:59:34.494006 , 7.78%, 11.83%, 80.37%, 1691648000, 29777379328
2024-11-29 22:59:35.935526 , 7.15%, 13.16%, 79.68%, 1692991488, 29767139328
2024-11-29 22:59:37.369430 , 7.87%, 11.6%, 80.51%, 1715159040, 29872340992
2024-11-29 22:59:38.799769 , 6.96%, 11.64%, 81.39%, 1695678464, 29778739200
2024-11-29 22:59:40.246702 , 11.46%, 12.79%, 75.74%, 1684668416, 29786619904
2024-11-29 22:59:41.675538 , 6.16%, 11.49%, 82.34%, 1658470400, 29875126272
2024-11-29 22:59:43.108002 , 6.55%, 11.65%, 81.78%, 1659322368, 29810982912
2024-11-29 22:59:44.540198 , 7.11%, 11.95%, 80.92%, 1684865024, 29714350080
2024-11-29 22:59:45.979819 , 7.53%, 12.28%, 80.18%, 1684504576, 29697802240
2024-11-29 22:59:47.441025 , 15.21%, 12.47%, 72.31%, 1697185792, 29870374912
2024-11-29 22:59:48.872311 , 8.52%, 11.95%, 79.52%, 1739866112, 29736402944
2024-11-29 22:59:50.349271 , 19.98%, 14.28%, 65.73%, 1737490432, 29741563904
2024-11-29 22:59:51.773735 , 8.58%, 11.62%, 79.79%, 1721335808, 29860675584
2024-11-29 22:59:53.209097 , 7.85%, 12.4%, 79.73%, 1717813248, 29852123136
2024-11-29 22:59:54.641376 , 8.11%, 12.38%, 79.5%, 1713373184, 29780361216
2024-11-29 22:59:56.077945 , 8.35%, 12.28%, 79.36%, 1712635904, 29759946752
2024-11-29 22:59:57.510444 , 6.77%, 11.87%, 81.35%, 1714388992, 29864525824
2024-11-29 22:59:58.942965 , 6.46%, 11.67%, 81.85%, 1714470912, 29863297024
2024-11-29 23:00:00.421100 , 17.77%, 13.7%, 68.52%, 1705213952, 29764665344
2024-11-29 23:00:01.849697 , 7.46%, 11.82%, 80.7%, 1704280064, 29755785216
2024-11-29 23:00:03.291086 , 8.38%, 12.31%, 79.29%, 1710800896, 29862133760
2024-11-29 23:00:04.726352 , 7.23%, 12.2%, 80.55%, 1712766976, 29769908224
2024-11-29 23:00:06.159846 , 7.36%, 13.69%, 78.94%, 1714323456, 29764255744
2024-11-29 23:00:07.590499 , 6.56%, 11.97%, 81.45%, 1717780480, 29857316864
2024-11-29 23:00:09.023538 , 6.55%, 11.96%, 81.47%, 1714831360, 29863215104
2024-11-29 23:00:10.473741 , 15.34%, 13.41%, 71.23%, 1713569792, 29757603840
2024-11-29 23:00:11.910843 , 6.84%, 11.72%, 81.43%, 1704329216, 29757423616
2024-11-29 23:00:13.358510 , 12.73%, 12.93%, 74.33%, 1679900672, 29868474368
2024-11-29 23:00:14.774602 , 9.68%, 13.47%, 76.84%, 1708179456, 29759700992
2024-11-29 23:00:16.203466 , 8.17%, 12.36%, 79.45%, 1717780480, 29757325312
2024-11-29 23:00:17.646367 , 7.69%, 12.5%, 80.24%, 1723613184, 29860265984
2024-11-29 23:00:19.072176 , 7.56%, 11.23%, 81.19%, 1720221696, 29758226432
2024-11-29 23:00:20.495933 , 8.3%, 12.1%, 79.85%, 1726087168, 29760126976
2024-11-29 23:00:21.929779 , 8.16%, 12.61%, 79.21%, 1697988608, 29767172096
2024-11-29 23:00:23.355475 , 8.66%, 12.21%, 79.12%, 1696612352, 29856956416
2024-11-29 23:00:24.798482 , 8.51%, 12.1%, 79.38%, 1723432960, 29785014272
2024-11-29 23:00:26.230801 , 7.9%, 12.37%, 79.72%, 1719386112, 29772021760
2024-11-29 23:00:27.655724 , 5.7%, 11.51%, 82.78%, 1718550528, 29859020800
2024-11-29 23:00:29.079200 , 6.61%, 11.75%, 81.63%, 1721892864, 29885677568
2024-11-29 23:00:30.510646 , 10.46%, 12.86%, 76.67%, 1722335232, 29766909952
2024-11-29 23:00:31.943117 , 6.56%, 11.66%, 81.77%, 1720385536, 29753917440
2024-11-29 23:00:33.392308 , 16.8%, 14.5%, 69.85%, 1723613184, 29856792576
2024-11-29 23:00:34.813081 , 6.71%, 11.43%, 81.84%, 1723318272, 29776789504
2024-11-29 23:00:36.241064 , 7.43%, 13.92%, 78.63%, 1714765824, 29764845568
2024-11-29 23:00:37.668892 , 14.84%, 14.12%, 71.2%, 1712619520, 29852598272
2024-11-29 23:00:39.098210 , 6.61%, 12.6%, 81.32%, 1714798592, 29862264832
2024-11-29 23:00:40.529803 , 7.97%, 12.31%, 79.71%, 1715929088, 29762338816
2024-11-29 23:00:41.958428 , 6.36%, 11.79%, 81.83%, 1718484992, 29762977792
2024-11-29 23:00:43.382949 , 7.75%, 12.15%, 80.8%, 1714487296, 29861117952
2024-11-29 23:00:44.811471 , 6.68%, 11.89%, 81.41%, 1715716096, 29762420736
2024-11-29 23:00:46.242650 , 7.51%, 12.1%, 80.37%, 1729003520, 29758701568
2024-11-29 23:00:47.668408 , 6.7%, 11.63%, 82.28%, 1718763520, 29850107904
2024-11-29 23:00:49.091502 , 6.42%, 11.47%, 82.1%, 1724366848, 29838458880
2024-11-29 23:00:50.520269 , 11.42%, 12.87%, 75.7%, 1724940288, 29768646656
2024-11-29 23:00:51.946651 , 8.56%, 12.53%, 78.89%, 1729740800, 29756784640
2024-11-29 23:00:53.383046 , 10.56%, 12.53%, 76.89%, 1729986560, 29858250752
2024-11-29 23:00:54.802509 , 7.6%, 12.3%, 80.35%, 1727594496, 29757931520
2024-11-29 23:00:56.254492 , 14.9%, 13.48%, 72.42%, 1716912128, 29762764800
2024-11-29 23:00:57.684888 , 6.25%, 11.77%, 81.97%, 1739784192, 29835378688
2024-11-29 23:00:59.111802 , 6.39%, 11.84%, 81.76%, 1741324288, 29848682496
2024-11-29 23:01:00.577609 , 20.24%, 15.73%, 64.2%, 1712865280, 29755965440
2024-11-29 23:01:02.010911 , 11.59%, 12.83%, 75.56%, 1721532416, 29759504384
2024-11-29 23:01:03.437842 , 7.1%, 12.33%, 80.56%, 1717354496, 29861380096
2024-11-29 23:01:04.859100 , 7.32%, 11.92%, 80.75%, 1714831360, 29777199104
2024-11-29 23:01:06.332444 , 11.21%, 13.91%, 74.87%, 1717272576, 29769465856
2024-11-29 23:01:07.762258 , 6.91%, 11.74%, 81.34%, 1724006400, 29846519808
2024-11-29 23:01:09.187242 , 6.4%, 11.86%, 81.72%, 1707737088, 29853810688
2024-11-29 23:01:10.612439 , 7.3%, 11.86%, 81.9%, 1729347584, 29762797568
2024-11-29 23:01:12.043884 , 6.77%, 11.77%, 81.45%, 1733754880, 29752999936
2024-11-29 23:01:13.468685 , 8.46%, 12.22%, 79.31%, 1737031680, 29850025984
2024-11-29 23:01:14.888589 , 6.5%, 11.85%, 81.63%, 1725120512, 29861773312
2024-11-29 23:01:16.328940 , 12.24%, 13.6%, 74.69%, 1730560000, 29758291968
2024-11-29 23:01:17.763953 , 6.86%, 11.96%, 81.16%, 1701642240, 29849993216
2024-11-29 23:01:19.197743 , 8.12%, 12.29%, 79.58%, 1704329216, 29845782528
2024-11-29 23:01:20.630549 , 7.29%, 11.87%, 80.83%, 1730412544, 29761388544
2024-11-29 23:01:22.065655 , 8.18%, 12.64%, 79.17%, 1733623808, 29791256576
2024-11-29 23:01:23.525963 , 17.97%, 15.15%, 66.86%, 1725480960, 29861511168
2024-11-29 23:01:24.953415 , 6.57%, 11.58%, 81.83%, 1726103552, 29759979520
2024-11-29 23:01:26.376520 , 17.1%, 14.19%, 68.78%, 1709604864, 29761781760
2024-11-29 23:01:27.801770 , 6.9%, 11.71%, 81.38%, 1723580416, 29861003264
2024-11-29 23:01:29.226624 , 6.3%, 11.65%, 82.3%, 1721679872, 29861052416
2024-11-29 23:01:30.644794 , 6.76%, 11.94%, 81.28%, 1721466880, 29764222976
2024-11-29 23:01:32.072965 , 6.79%, 11.71%, 81.48%, 1726332928, 29787176960
2024-11-29 23:01:33.494784 , 7.41%, 12.1%, 80.56%, 1728200704, 29854121984
2024-11-29 23:01:34.922630 , 6.7%, 11.62%, 81.67%, 1728249856, 29758308352
2024-11-29 23:01:36.364085 , 9.53%, 13.88%, 76.58%, 1701527552, 29761454080
2024-11-29 23:01:37.797043 , 6.89%, 11.91%, 81.19%, 1727152128, 29849993216
2024-11-29 23:01:39.234801 , 9.32%, 12.74%, 77.92%, 1726644224, 29862330368
2024-11-29 23:01:40.655218 , 6.0%, 11.36%, 82.63%, 1725546496, 29758144512
2024-11-29 23:01:42.091980 , 8.0%, 12.16%, 79.83%, 1729249280, 29750247424
2024-11-29 23:01:43.517856 , 6.66%, 11.87%, 81.45%, 1727053824, 29848928256
2024-11-29 23:01:44.938286 , 6.65%, 11.61%, 81.73%, 1718288384, 29844914176
2024-11-29 23:01:46.398829 , 18.59%, 15.47%, 65.92%, 1737555968, 29739630592
2024-11-29 23:01:47.837765 , 7.45%, 12.0%, 80.53%, 1744191488, 29737811968
2024-11-29 23:01:49.268927 , 6.88%, 11.89%, 81.21%, 1747091456, 29846683648
2024-11-29 23:01:50.728951 , 14.77%, 17.51%, 67.71%, 2146844672, 29195075584
2024-11-29 23:01:52.170751 , 13.55%, 14.78%, 71.66%, 2137522176, 29550182400
2024-11-29 23:01:53.595208 , 8.9%, 12.89%, 78.19%, 2133868544, 29645832192
2024-11-29 23:01:55.052969 , 10.23%, 12.69%, 77.7%, 2126708736, 29628923904
2024-11-29 23:01:56.479477 , 8.5%, 12.23%, 79.7%, 2132918272, 29581426688
2024-11-29 23:01:57.911120 , 6.92%, 12.19%, 80.88%, 2134441984, 29556703232
2024-11-29 23:01:59.335509 , 6.3%, 11.76%, 81.93%, 2125807616, 29649584128
2024-11-29 23:02:00.762262 , 7.3%, 11.85%, 81.11%, 2133000192, 29552066560
2024-11-29 23:02:02.193115 , 12.21%, 12.31%, 75.46%, 2127052800, 29552132096
2024-11-29 23:02:03.610010 , 6.54%, 11.6%, 81.85%, 2128412672, 29660430336
2024-11-29 23:02:05.030283 , 6.82%, 11.76%, 81.4%, 2139832320, 29643374592
2024-11-29 23:02:06.454679 , 7.61%, 12.51%, 79.87%, 2138898432, 29545807872
2024-11-29 23:02:07.878630 , 6.7%, 11.83%, 81.46%, 2138832896, 29550264320
2024-11-29 23:02:09.300733 , 6.52%, 11.57%, 81.89%, 2143125504, 29647192064
2024-11-29 23:02:10.733887 , 10.36%, 12.74%, 76.89%, 2140176384, 29557096448
2024-11-29 23:02:12.166270 , 8.1%, 12.38%, 79.6%, 2128035840, 29558079488
2024-11-29 23:02:13.593663 , 6.7%, 11.94%, 81.34%, 2107867136, 29651877888
2024-11-29 23:02:15.018751 , 6.28%, 11.94%, 81.76%, 2134474752, 29581197312
2024-11-29 23:02:16.450130 , 8.29%, 12.24%, 79.46%, 2127118336, 29502128128
2024-11-29 23:02:17.875448 , 7.3%, 11.85%, 81.11%, 2126495744, 29557243904
2024-11-29 23:02:19.275482 , 6.72%, 11.84%, 81.43%, 2129723392, 29660413952
2024-11-29 23:02:20.692455 , 6.12%, 11.61%, 82.25%, 2132590592, 29551984640
2024-11-29 23:02:22.125312 , 8.1%, 12.37%, 79.52%, 2108915712, 29556736000
2024-11-29 23:02:23.550033 , 6.49%, 11.94%, 81.55%, 2129641472, 29663789056
2024-11-29 23:02:24.976346 , 6.73%, 11.68%, 81.57%, 2130477056, 29554507776
2024-11-29 23:02:26.409943 , 9.46%, 13.58%, 76.95%, 2120007680, 29391421440
